name,bounds,initial,cmtnum,pftnum
cfall(0),"[0.00162, 0.00198]",0.0018,1,0
cfall(0),"[0.0585, 0.07150000000000001]",0.065,1,1
cfall(0),"[0.06659999999999999, 0.0814]",0.074,1,2
cfall(0),"[0.0126, 0.0154]",0.014,1,3
cfall(1),"[0.00405, 0.0049499999999999995]",0.0045,1,0
cfall(1),"[0.00297, 0.00363]",0.0033,1,1
cfall(1),"[0.0036, 0.0044]",0.004,1,2
cfall(2),"[0.011699999999999999, 0.0143]",0.013,1,0
cfall(2),"[0.00261, 0.0031899999999999997]",0.0029,1,1
cfall(2),"[0.0207, 0.0253]",0.023,1,2
