panel,metric,item,value
PFT Comparison,GPP,DecidShrub,-0.0022558555309481754
PFT Comparison,GPP,EverShrub,0.0208297263843209
PFT Comparison,GPP,Gram,0.008164731711311185
PFT Comparison,GPP,Othmoss,0.09275889744441135
PFT Comparison,NPP,DecidShrub,-0.19403838623881955
PFT Comparison,NPP,EverShrub,-0.39760666717911153
PFT Comparison,NPP,Gram,-0.07786686168170447
PFT Comparison,NPP,Othmoss,-0.578158215821658
PFT Comparison,$C_{leaf}$,DecidShrub,-0.05199384173343056
PFT Comparison,$C_{leaf}$,EverShrub,-0.1789820060027273
PFT Comparison,$C_{leaf}$,Gram,0.03179789798134251
PFT Comparison,$C_{leaf}$,Othmoss,-0.6078733327765214
PFT Comparison,$C_{stem}$,DecidShrub,-0.14244210526308598
PFT Comparison,$C_{stem}$,EverShrub,-0.24156323274072847
PFT Comparison,$C_{stem}$,Gram,-0.04115789473640885
PFT Comparison,$C_{root}$,DecidShrub,-0.3544288935305404
PFT Comparison,$C_{root}$,EverShrub,-0.6261659867798655
PFT Comparison,$C_{root}$,Gram,-0.6434947368421048
PFT Comparison,$N_{leaf}$,DecidShrub,-0.15390267494383383
PFT Comparison,$N_{leaf}$,EverShrub,-0.3241512395173618
PFT Comparison,$N_{leaf}$,Gram,0.2001253845144625
PFT Comparison,$N_{leaf}$,Othmoss,-0.28647708923441095
PFT Comparison,$N_{stem}$,DecidShrub,-0.1819349315060137
PFT Comparison,$N_{stem}$,EverShrub,-0.18167705163492207
PFT Comparison,$N_{stem}$,Gram,-0.06592465753364286
PFT Comparison,$N_{root}$,DecidShrub,-0.5648354340464752
PFT Comparison,$N_{root}$,EverShrub,-0.8322875708443661
PFT Comparison,$N_{root}$,Gram,-0.9972174657534237
Soil Comparison,Soils,SHLWC,-0.004049989887798297
Soil Comparison,Soils,DEEPC,0.7815304901164836
Soil Comparison,Soils,MINEC,0.012335437914471559
Soil Comparison,Soils,AVLN,-8.906347318924783e-05
