panel,metric,item,value
PFT Comparison,GPP,DecidShrub,-0.013897690375511751
PFT Comparison,GPP,EverShrub,-0.014504388867414397
PFT Comparison,GPP,Sedge,-0.10670261663738834
PFT Comparison,GPP,Forbs,0.0029074156367482904
PFT Comparison,GPP,Lichen,0.007417141400257836
PFT Comparison,GPP,Othmoss,0.0353586113376774
PFT Comparison,GPP,Sphag,-0.021471833882070995
PFT Comparison,NPP,DecidShrub,0.06781486105883418
PFT Comparison,NPP,EverShrub,0.5731751436740711
PFT Comparison,NPP,Sedge,-0.1955559160961471
PFT Comparison,NPP,Forbs,0.008150213079961624
PFT Comparison,NPP,Lichen,-0.023862874889223323
PFT Comparison,NPP,Othmoss,-0.03290196404660893
PFT Comparison,NPP,Sphag,0.0408187552433133
PFT Comparison,$C_{leaf}$,DecidShrub,-0.0001039876445690386
PFT Comparison,$C_{leaf}$,EverShrub,0.034443308322133576
PFT Comparison,$C_{leaf}$,Sedge,0.019293045604384135
PFT Comparison,$C_{leaf}$,Forbs,0.0008930605920196879
PFT Comparison,$C_{leaf}$,Lichen,-0.025102873290490893
PFT Comparison,$C_{leaf}$,Othmoss,0.021197158032056185
PFT Comparison,$C_{leaf}$,Sphag,-0.003223153574789455
PFT Comparison,$C_{stem}$,DecidShrub,-0.020995245298277135
PFT Comparison,$C_{stem}$,EverShrub,-0.02042669903823774
PFT Comparison,$C_{root}$,DecidShrub,-0.0632998857051501
PFT Comparison,$C_{root}$,EverShrub,-0.026604975619839544
PFT Comparison,$C_{root}$,Sedge,0.48005864519645725
PFT Comparison,$C_{root}$,Forbs,0.00825518389794323
PFT Comparison,$N_{leaf}$,DecidShrub,-0.0007752415518758734
PFT Comparison,$N_{leaf}$,EverShrub,0.025426494950640477
PFT Comparison,$N_{leaf}$,Sedge,0.2181039128670232
PFT Comparison,$N_{leaf}$,Forbs,0.0023912357346218883
PFT Comparison,$N_{leaf}$,Lichen,0.012524390740899016
PFT Comparison,$N_{leaf}$,Othmoss,0.14541997643406807
PFT Comparison,$N_{leaf}$,Sphag,-0.00233180928140537
PFT Comparison,$N_{stem}$,DecidShrub,-0.020384984023876757
PFT Comparison,$N_{stem}$,EverShrub,-0.02042387274463292
PFT Comparison,$N_{root}$,DecidShrub,-0.05181665099706241
PFT Comparison,$N_{root}$,EverShrub,-0.017669696936439938
PFT Comparison,$N_{root}$,Sedge,0.5352128350188552
PFT Comparison,$N_{root}$,Forbs,0.015038800045733956
Soil Comparison,Soils,SHLWC,-0.034518300571680996
Soil Comparison,Soils,DEEPC,-0.11327437171296689
Soil Comparison,Soils,MINEC,-0.41407854419332346
Soil Comparison,Soils,AVLN,-2.888946046606571e-05
