name,bounds,initial,cmtnum,pftnum
nmax,"[0.1, 20]",7.2,21,0
nmax,"[0.1, 50]",28.0,21,1
nmax,"[0.1, 30]",15.2,21,2
nmax,"[0.1, 10]",0.5,21,3
nmax,"[0.1, 15]",3.0,21,4
nmax,"[0.1, 20]",10.0,21,5
nmax,"[0.1, 15]",5.0,21,6
