panel,metric,item,value
PFT Comparison,GPP,EverShrub,-0.003916178304047502
PFT Comparison,GPP,DecidShrub,-0.003669341727374209
PFT Comparison,GPP,Gram,-0.002083057369864671
PFT Comparison,GPP,Lichen,0.005880940405604031
PFT Comparison,GPP,Moss,-0.008033022358149955
PFT Comparison,NPP,EverShrub,-0.28707679162440325
PFT Comparison,NPP,DecidShrub,0.0008775809812114066
PFT Comparison,NPP,Gram,0.0026485868803878473
PFT Comparison,NPP,Lichen,0.012922589378208095
PFT Comparison,NPP,Moss,-0.05429104030654153
PFT Comparison,$C_{leaf}$,EverShrub,-0.1097305579825508
PFT Comparison,$C_{leaf}$,DecidShrub,-0.04693171405149198
PFT Comparison,$C_{leaf}$,Gram,-0.0014273949184900117
PFT Comparison,$C_{leaf}$,Lichen,0.04907158415502994
PFT Comparison,$C_{leaf}$,Moss,-0.05520305483547161
PFT Comparison,$C_{stem}$,EverShrub,0.26256234631767383
PFT Comparison,$C_{stem}$,DecidShrub,-0.001558370537625274
PFT Comparison,$C_{root}$,EverShrub,0.1356882380925849
PFT Comparison,$C_{root}$,DecidShrub,-0.010183753404270773
PFT Comparison,$C_{root}$,Gram,-0.04268739490956406
PFT Comparison,$N_{leaf}$,EverShrub,-0.05542136063259963
PFT Comparison,$N_{leaf}$,DecidShrub,-0.018748938262280326
PFT Comparison,$N_{leaf}$,Gram,0.00039103640610053426
PFT Comparison,$N_{leaf}$,Lichen,0.008618807888721056
PFT Comparison,$N_{leaf}$,Moss,0.09720400097938942
PFT Comparison,$N_{stem}$,EverShrub,0.10081978617878457
PFT Comparison,$N_{stem}$,DecidShrub,-0.00018466263244877948
PFT Comparison,$N_{root}$,EverShrub,0.8723819180682886
PFT Comparison,$N_{root}$,DecidShrub,0.01440850782149871
PFT Comparison,$N_{root}$,Gram,-0.010256139299090085
Soil Comparison,Soils,SHLWC,-0.040404030973186844
Soil Comparison,Soils,DEEPC,0.008025816960236298
Soil Comparison,Soils,MINEC,-0.030975292779368724
Soil Comparison,Soils,AVLN,-0.00021768290015843333
