NPP_pft0,NPP_pft1,NPP_pft2,VEGNSTR_pft0_Leaf,VEGNSTR_pft0_Stem,VEGNSTR_pft0_Root,VEGNSTR_pft1_Leaf,VEGNSTR_pft1_Stem,VEGNSTR_pft1_Root,VEGNSTR_pft2_Leaf,VEGC_pft0_Leaf,VEGC_pft0_Stem,VEGC_pft0_Root,VEGC_pft1_Leaf,VEGC_pft1_Stem,VEGC_pft1_Root,VEGC_pft2_Leaf,SHLWC,DEEPC,MINEC,AVLN,INGPP_pft0,INGPP_pft1,INGPP_pft2
22.62552713046061,2.613152918056585,26.187380949407817,1.5183623552322387,0.3409245818853378,1.5119383215904236,0.2938043147325516,0.3647072076797485,0.3510465681552887,2.081861305236816,46.19638786315918,26.189450645446776,39.33122596740723,8.231401205062866,1.241454780101776,10.190876770019532,62.95781059265137,414.34069566726686,547.5395646138525,4279.327726740017,0.1273050530815192,77.4477738646965,6.046056984597817,46.65206793546677
21.1902147281,2.854782227615215,24.082266861945392,1.4982523322105408,0.3257000505924224,1.4517233490943908,0.3187205582857132,0.0194915534928441,0.0290317865088582,2.080103898048401,44.705009841918944,24.89720230102539,37.83094863891601,8.943607902526855,0.1230996116995811,0.7436700701713562,60.355051803588864,388.6536376953125,520.5703058779065,4375.953227611538,0.1337578705979251,77.09488704902469,6.063767178496346,46.53581956326961
24.33860383672818,2.5297855361539403,25.54924412071705,1.5543986558914185,0.3430731862783432,1.4503602504730224,0.3192644566297531,0.0199896030128002,0.0300057968124747,2.1235477447509767,49.05018424987793,26.35900402069092,37.73536071777344,8.391099452972412,0.1344731926918029,0.8009708821773529,63.45435905456543,411.9596791267395,558.3336643046117,4299.801939371648,0.1346760300222864,77.845233526628,6.044748110836371,46.62931125164032
21.87860016703762,2.557657996949274,25.37094381004572,1.5271081924438477,0.3182522773742676,1.4471865892410278,0.3062097638845443,0.1435613214969635,0.1305568963289261,2.121016597747803,45.615407180786136,24.11255111694336,37.72089157104492,8.341974544525147,0.5183688968420028,4.493615341186524,63.13164825439453,398.7140839576721,547.4001489240036,4479.249840165814,0.136022480204881,77.38584385938012,6.052051746845246,46.66179336607456
21.18620779598896,2.502419449330773,25.857466446608303,1.510415327548981,0.3423297375440597,1.5446867227554322,0.2718378603458404,0.34704230427742,0.2992733150720596,2.04885516166687,45.28724327087402,25.902276611328126,40.18056144714355,7.674092197418213,1.8326735496521,10.088270568847657,61.59426040649414,397.48898668289183,552.5464195324224,4456.539472449571,0.1269509556238513,77.40011984591838,6.004795354651288,46.600608521699904
21.65571872649925,2.508455006463919,26.169008696824317,1.5089303612709046,0.3159315764904022,1.4663339376449585,0.3085911929607391,0.3563903778791427,0.2906810134649277,2.2165305852890014,46.12520980834961,23.69186305999756,38.191501998901366,8.541961574554444,1.255339741706848,10.7818341255188,66.94259796142578,399.14807806015017,554.7095113676799,4419.240386782074,0.1357708426659641,77.52771117406083,6.048618571041152,46.787577190995215
21.227037090397424,2.64042112929601,24.93375571891665,1.5176121473312378,0.3431559264659881,1.413490104675293,0.319112542271614,0.0194756627082824,0.0288419051095843,2.097200298309326,45.58237533569336,26.622233963012697,36.7328369140625,8.586522769927978,0.1311008736491203,0.7485621213912964,61.90940132141113,400.4080123901367,523.3865819402738,4225.106496099662,0.1355663325871908,77.1927170673036,6.052397004049271,46.60029898285866
20.752926890614617,2.723774432400387,26.11046316623688,1.4924641489982604,0.3414222776889801,1.4056530117988586,0.3123686343431472,0.0205712022259831,0.0322441052645444,2.0383520841598517,45.87118377685547,25.86721305847168,36.596428298950194,8.551611423492432,0.1303797379136085,0.995959609746933,61.58896903991699,395.8845531463623,534.2284274701029,4353.140138106234,0.1357158269967003,77.32062676970381,6.048850554786623,46.58099788427353
23.611650001529775,2.581915525952354,25.549381866306067,1.581748354434967,0.338431516289711,1.513051724433899,0.2850218147039413,0.2291248440742492,0.2103724122047424,2.108364129066467,47.78783149719239,25.77455711364746,39.43712539672852,7.933288192749023,1.6985167145729063,6.619304656982422,62.9915096282959,415.39703979492185,573.9644126825267,4484.9825580108445,0.137097058259097,77.58797267445479,6.021307299798354,46.637090164422986
21.586889075835096,2.49337198622743,26.38705931305885,1.57612601518631,0.3366772204637527,1.490319263935089,0.3269329220056534,0.0194659994915127,0.031000480055809,2.112769865989685,47.75926322937012,25.524516105651852,38.785094833374025,8.521085357666015,0.1183771133422851,1.0596068978309632,64.13310546875,408.1204116821289,541.0507406585268,4223.945165666565,0.1400324254298666,77.53244872625801,6.045726792607456,46.6663880109787
22.29094809414237,2.357699261012021,26.28457952067256,1.4561625838279724,0.3152961850166321,1.5014391660690307,0.2962360173463821,0.2916583120822906,0.262077397108078,2.107361030578613,45.40397758483887,23.881478118896485,39.1092025756836,7.979653167724609,1.9509853839874267,11.076483917236327,63.825073623657225,413.6952233314514,579.2628296529408,4455.886817923887,0.1251142272726239,77.33577348092804,6.0172361033037305,46.69354170262814
22.173591167234555,2.486976041737944,26.97033099606633,1.6058255314826966,0.3270119428634643,1.5371418237686156,0.3006130576133728,0.2141062170267105,0.1554665490984916,2.210296750068665,48.1708267211914,25.05097312927246,39.9082592010498,8.040900087356567,1.1166637599468232,7.525052833557129,67.75355911254883,409.2742418289184,545.9962296914134,4185.294101899583,0.1418636342046654,77.84369923394406,6.034870807500556,46.79346408843994
23.252073800315337,2.500687540124636,25.62429978325963,1.528797972202301,0.3332580208778381,1.4255967617034913,0.3127468049526214,0.3495119601488113,0.3424786597490311,2.1691436529159547,47.489836883544925,25.093764877319337,37.09899749755859,8.724460029602051,1.202296495437622,13.15195255279541,64.87310409545898,410.7489912033081,565.2499381748494,4332.8983940026255,0.1368935482346022,77.68772431991529,6.04556306283921,46.70148313939571
23.06142365771793,2.5283697573759127,24.64134820625186,1.5885237216949464,0.3445176720619202,1.4555476665496827,0.308338662981987,0.1616946294903755,0.1232469782233238,1.9888967990875244,47.19905662536621,26.14300994873047,37.90731391906738,8.401149654388428,0.7681444883346558,5.6553325176239015,58.445420837402345,407.8435565948486,531.2019337854697,4243.14309538533,0.1403480300913722,77.57622768457513,6.051633349014447,46.42213720679283
22.24040583576461,2.566001319557836,23.97509259730577,1.5308056592941284,0.3322198629379272,1.5079109430313111,0.3102565318346023,0.0209502130746841,0.0300027975812554,2.122508692741394,46.86669464111328,25.8387056350708,39.2671085357666,8.220114517211915,0.1379856169223785,1.0428553342819211,61.43835029602051,395.259595489502,522.9690198476194,4352.953537663212,0.1446364033503676,77.26056216635043,6.039509261236526,46.559655606746674
