0.35965393, 0.76079596, 0.60776679, 0.00162168, 8.396e-05
0.39224562, 0.54044414, 0.50883439, 0.00162916, 6.751e-05
0.4894736, 0.75106719, 0.64622913, 0.00161847, 8.257e-05
0.4955474, 0.63550453, 0.64703319, 0.00169311, 6.638e-05
0.52850651, 0.53786914, 0.4447898, 0.00163324, 6.604e-05
0.50088894, 0.63968936, 0.4322043, 0.0016824, 6.609e-05
0.51046669, 0.64002084, 0.45762009, 0.00169106, 6.574e-05
0.44226516, 0.50855689, 0.52932979, 0.00163099, 6.749e-05
0.50953213, 0.61748564, 0.54153053, 0.0016772, 6.633e-05
0.48166588, 0.71858372, 0.58008894, 0.00175478, 6.644e-05
