panel,metric,item,value
PFT Comparison,GPP,EverTree,0.05507067285065137
PFT Comparison,GPP,DecidShrub,-0.0007925624447983753
PFT Comparison,GPP,DecidTree,-0.0007908865154493405
PFT Comparison,GPP,Moss,0.0011325255539154644
PFT Comparison,NPP,EverTree,0.26714359978830005
PFT Comparison,NPP,DecidShrub,0.001994772094169723
PFT Comparison,NPP,DecidTree,0.0075445452606915375
PFT Comparison,NPP,Moss,-0.0006109416889965441
PFT Comparison,$C_{leaf}$,EverTree,0.008452809534016656
PFT Comparison,$C_{leaf}$,DecidShrub,0.0016405563975850255
PFT Comparison,$C_{leaf}$,DecidTree,-0.003332796492890837
PFT Comparison,$C_{leaf}$,Moss,-7.505063130185119e-05
PFT Comparison,$C_{stem}$,EverTree,-0.06249337309162539
PFT Comparison,$C_{stem}$,DecidShrub,0.0009831371516627625
PFT Comparison,$C_{stem}$,DecidTree,-0.02520514251278519
PFT Comparison,$C_{root}$,EverTree,-0.05307763822310558
PFT Comparison,$C_{root}$,DecidShrub,0.004018465666034629
PFT Comparison,$C_{root}$,DecidTree,-0.006325891450480105
PFT Comparison,$N_{leaf}$,EverTree,-0.002070510080408705
PFT Comparison,$N_{leaf}$,DecidShrub,0.005658056187311196
PFT Comparison,$N_{leaf}$,DecidTree,-0.020313460247983882
PFT Comparison,$N_{leaf}$,Moss,0.00011629967005878997
PFT Comparison,$N_{stem}$,EverTree,-0.15645412701973327
PFT Comparison,$N_{stem}$,DecidShrub,-0.0012793863563395694
PFT Comparison,$N_{stem}$,DecidTree,-0.11580987469812787
PFT Comparison,$N_{root}$,EverTree,-0.08810611533619551
PFT Comparison,$N_{root}$,DecidShrub,0.013469840980827142
PFT Comparison,$N_{root}$,DecidTree,-0.014085402979270897
Soil Comparison,Soils,SHLWC,0.040280063685631945
Soil Comparison,Soils,DEEPC,0.07842751019576383
Soil Comparison,Soils,MINEC,0.04240310596814112
Soil Comparison,Soils,AVLN,-7.128207291834688e-05
