panel,metric,item,value
PFT Comparison,GPP,DecidTree,-0.09123190803725334
PFT Comparison,GPP,DecidShrub,-0.013776422633817453
PFT Comparison,NPP,DecidTree,-0.7912769007335192
PFT Comparison,NPP,DecidShrub,-0.10260209668547687
PFT Comparison,$C_{leaf}$,DecidTree,-0.006076425741580628
PFT Comparison,$C_{leaf}$,DecidShrub,0.00040169383998335875
PFT Comparison,$C_{stem}$,DecidTree,-0.3860889417937571
PFT Comparison,$C_{stem}$,DecidShrub,0.0014502323198481593
PFT Comparison,$C_{root}$,DecidTree,-0.04690797085038885
PFT Comparison,$C_{root}$,DecidShrub,-0.0017511991007162194
PFT Comparison,$N_{leaf}$,DecidTree,-0.15756834928698424
PFT Comparison,$N_{leaf}$,DecidShrub,0.008058842258068633
PFT Comparison,$N_{stem}$,DecidTree,0.21755477760678366
PFT Comparison,$N_{stem}$,DecidShrub,0.05574184230490166
PFT Comparison,$N_{root}$,DecidTree,-0.294652958694295
PFT Comparison,$N_{root}$,DecidShrub,-0.010123555652799151
Soil Comparison,Soils,SHLWC,0.005415112428705099
Soil Comparison,Soils,DEEPC,0.07460998405794772
Soil Comparison,Soils,MINEC,-0.18522972221817613
Soil Comparison,Soils,AVLN,-4.147033420089231e-05
