name,bounds,initial,cmtnum,pftnum
micbnup,"[0.004495000000000027, 0.894505]",0.4495,1,None
kdcrawc,"[0.006340000000000012, 1.26166]",0.634,1,None
kdcsoma,"[0.00539999999999996, 1.0746000000000002]",0.54,1,None
kdcsompr,"[0.0005, 0.002]",0.002,1,None
kdcsomcr,"[1.75e-05, 9e-05]",7e-05,1,None
