name,bounds,initial,cmtnum,pftnum
micbnup,"[0.1, 2.0]",0.75,5,None
kdcrawc,"[0.1, 0.99]",0.09,5,None
kdcsoma,"[0.01, 0.1]",0.03,5,None
kdcsompr,"[0.0001, 0.01]",0.015,5,None
kdcsomcr,"[1e-07, 0.0001]",5e-06,5,None
