7.64e-06, 3.463e-05, 2.449e-05, 4.888e-05, 0.00016914, 0.00025364, 0.00416785, 4.563e-05, 6.3e-07, 0.00015346, 9.08e-06, 6.63e-06, 0.01143225, 1.391e-05, 0.00454724, 3.46e-06
1.516e-05, 2.128e-05, 3.62e-06, 6.382e-05, 4.854e-05, 0.00080951, 0.00366888, 6.929e-05, 9e-07, 0.00019629, 5.7e-06, 1.722e-05, 0.00436751, 4.57e-06, 0.00192678, 3.33e-06
3.37e-06, 6.15e-06, 8.37e-06, 2.917e-05, 3.919e-05, 0.00025888, 0.0041848, 3.438e-05, 3.3e-07, 4.997e-05, 1.873e-05, 1.553e-05, 0.00889545, 5.56e-06, 0.00770155, 6.63e-06
1.553e-05, 9.4e-06, 1.186e-05, 2.12e-05, 0.00010608, 0.00105049, 0.00334462, 2.886e-05, 1.12e-06, 4.904e-05, 6.73e-06, 1.747e-05, 0.00256582, 2.66e-06, 0.00427922, 4.67e-06
2.63e-06, 5.04e-06, 4.88e-06, 0.00012176, 2.575e-05, 0.00156888, 0.00249221, 0.00010052, 2.8e-07, 0.0002579, 5.5e-06, 5.71e-06, 0.01276966, 2.01e-06, 0.00320657, 4.95e-06
4.01e-06, 1.341e-05, 1.321e-05, 0.00011596, 0.0001374, 0.00075635, 0.00319725, 0.00017362, 1.32e-06, 5.556e-05, 2.796e-05, 3.06e-06, 0.00432389, 1.266e-05, 0.00724805, 1.266e-05
3.52e-06, 5e-06, 3.82e-06, 2.722e-05, 0.00013039, 0.00126858, 0.00293281, 4.949e-05, 7.5e-07, 0.00019749, 4.26e-06, 1.654e-05, 0.0046142, 3.86e-06, 0.01193579, 4.15e-06
7.51e-06, 5e-06, 3.5e-06, 1.75e-05, 0.00012486, 0.00083209, 0.00368728, 2.948e-05, 7.3e-07, 0.00025338, 5e-06, 9.61e-06, 0.00394359, 6.61e-06, 0.00806078, 3.28e-06
4.61e-06, 7.63e-06, 1.743e-05, 1.882e-05, 0.00014664, 0.0017189, 0.0026781, 0.00017453, 3.7e-07, 0.00023129, 8.49e-06, 2.59e-06, 0.00309066, 4.02e-06, 0.00256827, 3.58e-06
4.63e-06, 3.337e-05, 1.571e-05, 0.00010657, 0.00013654, 0.0013493, 0.00299199, 2.543e-05, 7.9e-07, 0.00027812, 2.908e-05, 2.5e-06, 0.01595622, 9.53e-06, 0.00549825, 3.65e-06
