parameters,observation,model,model_1,model_2
o1,1.81,2.056491662375629,1.8101400790270419,1.8105933068320155
o2,61.75,61.75011794269085,61.749992723762986,61.75005909204483
o3,997.38,997.3801800727845,997.3790407180786,997.3813172340393
o4,0.82,0.9822350606322289,0.822824115306139,0.8200205460190773
