parameters,observation,model,model_1,model_2
o1,1.81,1.8100092875305562,1.8100003978703172,1.8100112854968757
o2,61.75,61.74997994303703,61.750006726384164,61.750024025142196
o3,997.38,997.3799792289734,997.380313205719,997.3809136390686
o4,0.82,0.8200003340840339,0.8200000897049904,0.8199989005923272
