panel,metric,item,value
PFT Comparison,GPP,DecidShrub,-0.18255247156514104
PFT Comparison,GPP,EverTree,-0.4118902449188381
PFT Comparison,GPP,Forbs,0.0025712319967706107
PFT Comparison,GPP,Lichen,-0.36873193915857605
PFT Comparison,GPP,Grasses,0.008499205852484966
PFT Comparison,GPP,Moss,0.002521670446283153
PFT Comparison,NPP,DecidShrub,-0.04819589883280889
PFT Comparison,NPP,EverTree,0.021734812162529593
PFT Comparison,NPP,Forbs,0.002087724077029271
PFT Comparison,NPP,Lichen,-0.2352673692991657
PFT Comparison,NPP,Grasses,0.008733780204344569
PFT Comparison,NPP,Moss,0.014764684648375957
PFT Comparison,$C_{leaf}$,DecidShrub,0.08805430313532381
PFT Comparison,$C_{leaf}$,EverTree,0.06159722983739807
PFT Comparison,$C_{leaf}$,Forbs,-0.0046673842796702055
PFT Comparison,$C_{leaf}$,Lichen,-0.12181590384468743
PFT Comparison,$C_{leaf}$,Grasses,0.00010886095325252435
PFT Comparison,$C_{leaf}$,Moss,-0.0013327134542643095
PFT Comparison,$C_{stem}$,DecidShrub,-0.08955622995739076
PFT Comparison,$C_{stem}$,EverTree,-0.582056709084009
PFT Comparison,$C_{root}$,DecidShrub,-0.10708531658143727
PFT Comparison,$C_{root}$,EverTree,-0.37421318206090654
PFT Comparison,$C_{root}$,Forbs,0.006914246268690234
PFT Comparison,$C_{root}$,Lichen,-0.004831460029230368
PFT Comparison,$N_{leaf}$,DecidShrub,0.17476592381239703
PFT Comparison,$N_{leaf}$,EverTree,0.029120155446091645
PFT Comparison,$N_{leaf}$,Forbs,0.029288304297505452
PFT Comparison,$N_{leaf}$,Lichen,-0.12544329970078605
PFT Comparison,$N_{leaf}$,Grasses,0.001727073024091733
PFT Comparison,$N_{leaf}$,Moss,-0.0032564640422616427
PFT Comparison,$N_{stem}$,DecidShrub,-0.025154753606634273
PFT Comparison,$N_{stem}$,EverTree,-0.4379395317419312
PFT Comparison,$N_{root}$,DecidShrub,0.2753502863999012
PFT Comparison,$N_{root}$,EverTree,-0.18279984932830518
PFT Comparison,$N_{root}$,Forbs,0.01644411223712491
PFT Comparison,$N_{root}$,Lichen,-0.003097274391246862
Soil Comparison,Soils,SHLWC,-0.008408422113925805
Soil Comparison,Soils,DEEPC,0.0023211416402812504
Soil Comparison,Soils,MINEC,-0.4878213741863353
Soil Comparison,Soils,AVLN,7.396067072993711e-06
