name,bounds,initial,cmtnum,pftnum
cmax,"[65.0, 195.0]",130.0,5,0
cmax,"[30.0, 90.0]",60.0,5,1
cmax,"[100.0, 300.0]",200.0,5,2
cmax,"[225.0, 675.0]",450.0,5,3
cmax,"[16.5, 49.5]",33.0,5,4
cmax,"[150.0, 450.0]",300.0,5,5
cmax,"[92.5, 277.5]",185.0,5,6
cmax,"[60.0, 180.0]",120.0,5,7
