NPP_pft0,NPP_pft1,NPP_pft2,VEGNSTR_pft0_Leaf,VEGNSTR_pft0_Stem,VEGNSTR_pft0_Root,VEGNSTR_pft1_Leaf,VEGNSTR_pft2_Leaf,VEGC_pft0_Leaf,VEGC_pft0_Stem,VEGC_pft0_Root,VEGC_pft1_Leaf,VEGC_pft2_Leaf,SHLWC,DEEPC,MINEC,AVLN,INGPP_pft0,INGPP_pft1,INGPP_pft2
4.677240031381371,90.9424471616745,72.36386463623494,0.1229643523693084,0.3231251299381256,64.23378448486328,1.6713505506515502,2.2586545944213867,5.010458946228027,13.25441837310791,53.64111557006836,96.74133911132812,348.44945373535154,3088.8618759155274,18766.13939364627,28824.941099619893,1.1818269770767074,77.16281813979148,171.93404808044434,145.3726957321167
4.565625053370605,89.7377818685025,74.67072039786726,0.1166891135275363,0.2698759168386459,55.29220542907715,1.6477516412734985,2.40361967086792,4.813249444961548,10.496162605285644,44.24661712646484,96.67911682128906,375.5274475097656,3083.9646278381347,18817.860367418827,28819.21993522662,1.1799484078976092,74.48367191255093,168.48240814208984,142.78526458740234
4.579840919288108,91.70130956955254,68.95244935564696,0.1218752108514309,0.3155026137828827,60.08980445861816,1.6795596122741698,2.2311427354812623,5.026810550689698,12.395411109924316,52.52243270874023,98.49253616333009,339.8278839111328,3110.7543128967286,18949.64183396399,28763.084403801004,1.1848236025776715,77.2608743160963,172.0485231399536,144.7573013305664
4.592786100221565,91.4865913387388,77.29212080687284,0.1214976109564304,0.3177139073610305,58.03394393920898,1.5732529401779174,2.482578182220459,4.989070558547974,12.21988410949707,49.461376953125,92.23550872802734,389.2394958496094,3104.5341312408445,19043.089020142703,28772.767578315757,1.1768842731253244,76.25884766429662,169.12901248931885,146.13116970062256
4.686777905747294,91.85911490544676,68.00189631506801,0.1279324129223823,0.3385844558477401,66.44312286376953,1.649535882472992,2.272942423820496,5.227378225326538,13.230620670318604,56.105098724365234,96.24615631103516,344.7782806396484,3096.5227657318114,18011.12324657291,28849.072280931585,1.1919716404518113,77.6419396802783,172.0542100906372,144.69462909698487
4.4122429986658975,92.03042027801276,73.6622485205531,0.1221433199942112,0.3223850190639495,58.360189819335936,1.597625231742859,2.391029357910156,4.973005104064941,12.90351972579956,50.5669303894043,92.7462547302246,370.463021850586,3119.920053100586,19396.75823854506,28752.96990149024,1.1853958593856078,76.94148410856724,171.54282627105712,145.63658924102782
4.482537808315828,92.05569798871876,73.33964801449329,0.124750380963087,0.3397025823593139,64.9323944091797,1.6251930236816403,2.2691907405853278,5.137750148773193,13.599716091156006,53.52607650756836,94.5771858215332,351.22511291503906,3067.537282180786,18400.53864710405,28844.81728296281,1.1767925008083693,77.45508354902267,172.011873626709,145.64481678009034
4.939638397359522,89.61014025136828,66.63733338490128,0.1264382928609848,0.3611938774585724,66.25267868041992,1.7203072905540466,2.2850053548812865,5.215629529953003,14.564296340942382,57.71317024230957,98.74079132080078,344.768798828125,3083.62500038147,17970.97948825434,28812.62592165473,1.1974879274901469,77.5160111144185,171.83778953552246,144.29812717437744
4.44422194280487,89.60706750005484,76.98993302062154,0.1183829501271247,0.2772072345018387,53.4062557220459,1.5744826078414915,2.456020212173462,4.882324838638306,10.62343702316284,44.98868713378906,92.5416488647461,386.1658264160157,3077.3993858337403,19099.382103515414,28803.71751041416,1.1699542035697958,75.15636163651943,166.29076404571532,144.25172958374023
4.775559429923305,89.8154085561633,68.93001020178198,0.12455540522933,0.3469199895858764,63.13137702941894,1.7215438604354858,2.2192864418029785,5.123014831542969,13.350205612182616,54.79832229614258,98.93848266601564,338.01072692871094,3096.8904441833497,18235.10903558582,28789.630985832257,1.195374421228189,77.41812690198421,172.06060676574708,144.7400100708008
4.779540455178358,93.00155726708472,67.31536859124898,0.1306045636534691,0.3453233122825622,71.52947311401367,1.6282184362411498,2.230148220062256,5.355791759490967,12.94428253173828,58.63181953430176,95.94832611083984,337.3175476074219,3073.1559436798098,17143.183964396267,29051.203822088253,1.1796883459028322,78.10899988710881,172.30456447601318,144.65894088745117
4.521166159247514,92.58612715415656,73.46581727545708,0.1242379076778888,0.3246031492948532,63.700875473022464,1.6215460062026978,2.354753971099853,5.063114786148072,13.434649181365966,52.703910446166994,95.58274154663086,364.7039184570313,3134.0800540924074,18921.171384333076,28828.12765443335,1.1834569669270425,77.08418843448162,171.5143669128418,145.47429332733154
4.753239980066428,92.5904325965792,69.542336512357,0.1237518101930618,0.3380879670381546,65.81937789916992,1.590646243095398,2.381808233261109,5.098975849151612,13.5001051902771,55.028904342651366,92.81833190917968,363.3925079345703,3121.9801853179933,18181.643243677918,28844.121285891677,1.1841319355240558,77.29879534095525,171.73595428466797,145.00308589935304
4.594027034699684,92.48949603624642,73.09598256647587,0.1251586742699146,0.3398589044809341,62.13310432434082,1.5959092140197757,2.43462553024292,5.147547960281372,12.597207164764404,54.289916610717775,93.5593650817871,376.509619140625,3132.6885848999023,18531.61514775232,28743.4709978104,1.189834731159499,77.12677573412657,171.29069061279296,145.42968139648437
4.677180966886226,93.52186135724187,69.62345854379237,0.1254530951380729,0.3576915055513382,63.06724891662598,1.5996832489967343,2.332869863510132,5.163381719589234,13.87487382888794,54.293474960327146,94.84945297241212,356.12282104492186,3106.790091705322,18117.853822517394,28796.468367481284,1.1868674825353085,77.43226238489152,171.81343727111818,144.94914054870603
4.57346586145577,90.64706139825284,76.38179667945951,0.1245376706123352,0.3228544235229492,65.31637496948242,1.6538363337516784,2.364936900138855,5.078847885131836,12.269605445861815,52.98353118896485,95.42533798217774,369.9796203613281,3081.517949295044,18801.354272209854,28855.1422873974,1.187389378499938,76.9999467626214,171.36727352142333,145.92575798034667
4.444279123313026,82.74753500260412,67.84483534954488,0.1235748089849948,0.3064730077981948,61.59538841247559,1.4866822123527528,2.201570248603821,5.073282861709595,11.960653495788574,51.25223617553711,85.76875076293945,334.1260559082031,3056.355807876587,16414.913040314616,29060.041638755894,1.1591946867178191,77.02464965879918,155.9406847000122,144.0846954345703
4.55314408064587,90.10250709056854,74.86982315611094,0.1239260748028755,0.3146963506937027,61.699995803833005,1.6651609897613526,2.393664288520813,5.108700513839722,12.49431619644165,53.10088424682617,95.61608276367188,372.5823577880859,3126.775426483154,18764.469938524067,28768.424910163907,1.1866314299870282,77.05120971500874,171.25068759918213,145.6275312423706
4.52418507837574,90.48068728744984,67.60282841771841,0.1247832544147968,0.3380690604448318,61.47449913024902,1.7177613019943236,2.181243658065796,5.108832883834839,12.486597919464112,53.72785987854004,99.50895080566406,330.45656127929686,3098.0074893951414,18668.347557906807,28769.68889803897,1.187139815761475,77.47893507778645,172.25479011535646,144.54954471588135
3.930806293658679,90.7644745554775,75.3922221943736,0.1184627115726471,0.3019095659255981,54.20426216125488,1.6441391587257386,2.421525979042053,4.87203164100647,11.332824325561525,46.53213233947754,96.05928421020508,379.1228424072266,3089.9172870635985,19143.683151140063,28783.715629887603,1.180088679632172,75.15924297124147,169.92998027801514,143.87643604278566
4.549174331780523,90.93680742010474,71.33335944991559,0.1285834848880767,0.3506566554307938,66.07199249267578,1.6476621747016906,2.377866506576538,5.265978765487671,12.824994850158692,55.72133903503418,95.25040893554689,365.418212890625,3079.596186828613,18267.925855059177,28830.45172560216,1.1932648658461402,77.40489694923163,171.48144569396973,145.11942863464355
4.724215521552833,91.73514117524029,72.70806474741548,0.1226591721177101,0.3431117534637451,65.73137512207032,1.6168586373329163,2.349960827827453,5.046299266815185,13.558075714111329,53.48118362426758,93.71576232910157,362.8828186035156,3097.0075439453126,18573.48079857081,28861.568951988356,1.1862547128403094,77.14051813334227,171.70244865417482,145.48510951995848
4.847387531260028,90.89415230676532,67.15189838334918,0.1276983588933944,0.355249547958374,70.53014678955078,1.654751980304718,2.3281869173049925,5.26332197189331,13.31151475906372,57.58601303100586,95.34970703125,351.8963806152344,3040.16109085083,17860.914321092518,28925.83093302251,1.1927552268840371,77.69398925155402,171.87359085083008,144.5346950531006
