NPP_pft0,NPP_pft1,NPP_pft2,NPP_pft3,VEGNSTR_pft0_Leaf,VEGNSTR_pft1_Leaf,VEGNSTR_pft1_Stem,VEGNSTR_pft1_Root,VEGNSTR_pft2_Leaf,VEGNSTR_pft2_Root,VEGNSTR_pft3_Leaf,VEGNSTR_pft3_Root,VEGC_pft0_Leaf,VEGC_pft1_Leaf,VEGC_pft1_Stem,VEGC_pft1_Root,VEGC_pft2_Leaf,VEGC_pft2_Root,VEGC_pft3_Leaf,VEGC_pft3_Root,SHLWC,DEEPC,MINEC,AVLN,INGPP_pft0,INGPP_pft1,INGPP_pft2,INGPP_pft3
31.669566094875336,18.406766266713383,38.38260679710656,19.558804112672806,4.759839582443237,3.0720563650131227,0.3145746678113937,0.0555472247302532,0.3874385505914688,3.95107684135437,4.31480484008789,0.5828575015068054,78.0533317565918,25.2321683883667,17.46409091949463,3.5103164196014403,6.013004875183105,70.31641998291016,33.12031707763672,19.67539691925049,291.7821575641632,1382.6961140811443,2665.5834929161474,0.4170517662764396,100.3094216823578,64.36933682113886,121.66270268969238,263.0267705440521
31.093108522892,18.899075572099537,37.82742288573645,20.621650439500808,4.821191310882568,3.321104192733765,0.318514397740364,0.0551210861653089,0.3887180984020233,3.99289231300354,4.243434476852417,0.6611771166324616,79.43108291625977,26.82466506958008,17.62944049835205,3.493888330459595,6.023192358016968,71.60639724731445,34.37126197814941,21.69967632293701,296.97210545539855,1245.727764928341,2557.6718129702904,0.4443605860049743,99.13833718299864,65.42568031549453,120.14293240699917,260.31948337554934
32.492107284069064,14.210103349134442,39.30788293157239,20.85286061167717,4.674762201309204,2.379832005500793,0.0841848045587539,0.0130075032822787,0.3909271627664566,3.827315807342529,4.065961170196533,0.6147917985916138,78.94090881347657,21.220907402038574,4.653764438629151,0.8211925983428955,6.015887308120727,70.2200553894043,32.56079940795898,20.839385414123534,299.9901823043823,1267.0927799344065,2705.3796394773644,0.3795997771598706,100.37234191894532,54.34209304023534,121.210313456133,262.5034332036972
31.743188881874083,17.818776534032075,37.81076994261239,21.162176620960235,4.751562547683716,3.148559403419495,0.3162557691335678,0.0523346360772848,0.3875077247619629,3.886584973335266,4.131248807907104,0.6628074586391449,80.25970764160157,25.3738468170166,17.19402904510498,3.2482178926467897,6.031692600250244,68.8201690673828,34.143741607666016,21.942874717712403,298.4417151927948,1264.55065754652,2600.780192140513,0.4083242748269711,99.1504596233368,62.9742223650217,120.16461953427644,260.24791431427
31.061674201488493,18.8584034655476,39.67644654894248,20.80296631455421,4.920447731018067,2.999463605880737,0.3020390719175339,0.0544666081666946,0.3932000011205673,3.800201821327209,4.204259443283081,0.6217053890228271,80.34624252319335,24.992256927490235,17.89239444732666,3.399906539916992,6.038119220733643,70.66575088500977,33.6110954284668,20.98131217956543,294.6881895065308,1426.5516521811485,2801.641753054457,0.3977109509629727,100.05130701065065,64.19801173359156,121.152695582062,262.19181020259856
31.499537551403044,19.20802530979272,37.76458751368337,20.65558498501777,4.896144914627075,3.2818254470825194,0.3160310119390487,0.0546849109232425,0.3925722986459732,4.049047517776489,4.230449914932251,0.6473911702632904,81.19457397460937,26.78824825286865,17.256791877746583,3.469829273223877,6.029366540908813,71.46935653686523,33.736785125732425,21.44595890045166,299.2189497470856,1193.0379839420318,2511.64932846459,0.442021038013614,100.23109102249146,65.1985288463533,121.3976542884484,262.6943759202957
30.71653273105621,19.54813999182079,38.402123780571856,19.34662128686905,4.8640456199646,3.1407501697540283,0.306777673959732,0.053058622777462,0.3873510450124741,3.75158281326294,4.339672088623047,0.5857917368412018,80.05711212158204,26.11823253631592,18.596244621276856,3.374492144584656,6.020109605789185,67.77275161743164,32.67867202758789,19.667960166931152,287.7829149723053,1236.8744502067566,2575.3473594593293,0.4289203821309876,98.49886269569396,64.09724451247602,119.39091102443636,257.7680277109146
31.166513895988462,17.272199141886084,39.48116758253891,19.226019299030305,5.035998058319092,3.01700279712677,0.2913671106100082,0.047559717297554,0.389440456032753,3.817090940475464,4.2887428283691404,0.6014298856258392,83.67548599243165,24.602356910705566,15.696964740753174,2.9634425401687623,6.054316473007202,70.4196891784668,33.70562744140625,19.894614219665527,291.2734654426575,1430.3808926701545,2810.558218296524,0.3930036701382917,100.2167320728302,63.966782646253705,121.21650217007846,262.4951247930527
30.34285205602646,18.79283744932618,37.6382679741364,19.758257246017457,4.868626689910888,3.130385327339172,0.1906125500798225,0.0324969941750168,0.3852658569812774,3.960577130317688,4.223689556121826,0.5937527656555176,79.4919822692871,27.19601650238037,11.250658893585204,2.016877746582032,6.017895126342774,71.57116775512695,32.80428962707519,20.0073356628418,295.182807302475,1298.1138006329536,2632.5483856711944,0.398826278375642,98.06225638389589,68.2709936676547,118.88799948692322,256.7693139791489
31.2431857585907,18.323158681055062,38.15499105891213,19.673479390144347,4.618658494949341,3.2578983068466187,0.3280314564704895,0.0529317505657672,0.3875191956758499,3.760411071777344,4.354058074951172,0.5828595519065857,76.4755760192871,26.076434326171874,20.199887084960935,3.382324457168579,6.035511302947998,67.8226692199707,32.83363380432129,19.692423820495605,287.6312322616577,1249.945198738575,2598.507944366452,0.4587488047702194,98.08201713562012,64.07174654034898,118.9702460227534,256.99971516132354
