parameters,observation,model,model_1,model_2,model_3,model_4,model_5,model_6,model_7,model_8,model_9
o1,153.04,131.12236495816614,131.12892301334068,131.11771259538364,131.15522660152055,131.1634497949155,131.12969405197072,131.1893632349791,131.13443893333897,131.1316749223741,131.15628032437525
o2,12.27,11.114662847027649,11.114863818581217,11.114520604384598,11.114886692736764,11.11525138792349,11.114451389946044,11.113382456148974,11.111971586861182,11.112212041357997,11.114956152124796
o3,17.36,19.053914701845496,19.07796716755256,19.055067088641227,19.019875730387866,19.350597941875456,19.010097118560225,19.010469637531788,19.008007933199405,19.0212729874067,18.976046696770936
o4,27.1,29.31451265513897,29.314444440603257,29.31310359314084,29.31523495912552,29.314910084754228,29.31333495005965,29.316006015986204,29.313509925454856,29.31291130632162,29.315266740322112
