parameters,dist_min,dist_max,weights,initialGuess,OF:489.49094308096016,OF:489.2848096822413,OF:489.6928976332602,OF:487.94004681987235,OF:488.78520008242003,OF:489.01847142828103,OF:486.4228238669275,OF:488.8101917888273,OF:488.9719850524417,OF:487.7503267887616
nmax0,1.0,20.0,1.0,2.95,13.545471845869372,15.412224402642314,8.246371240874026,5.35726201724318,2.6270039468076276,6.141768906098916,3.3837155277820643,5.054525070897277,17.482370484895878,19.610219730783996
nmax1,1.0,20.0,1.0,1.45,18.59677661674662,18.966767365000777,17.12442518146024,18.19790960050347,1.0025718471428027,14.758431363877188,1.545880324088402,1.4295962154936412,1.0330203825522708,19.386830424076784
nmax2,1.0,20.0,1.0,1.07,1.0001314345960486,1.0094199543489601,1.0105371049644365,1.004292260686279,1.0756743631864807,1.002443574380437,1.0000417964322654,1.0000080318499258,1.0004955765483126,1.0000017085468214
nmax3,1.0,20.0,1.0,2.1,16.131048834888684,4.506027928261844,14.32306024639194,3.326814987714104,12.30607535709828,15.133012032626143,3.551761782562575,13.842306385399736,11.345663892445044,10.322814047009896
