panel,metric,item,value
PFT Comparison,GPP,Salix,-0.19861711837014473
PFT Comparison,GPP,Betula,-0.4281167149564411
PFT Comparison,GPP,DecidTree,-0.054380265078572715
PFT Comparison,GPP,EverTree,-0.014257737211902422
PFT Comparison,GPP,Sedge,-0.033285373872639336
PFT Comparison,GPP,Forbs,-0.020872743667028973
PFT Comparison,GPP,Grasses,-0.002611654226970017
PFT Comparison,GPP,Lichen,-0.01395546789291556
PFT Comparison,GPP,Feather,-0.03354409120534252
PFT Comparison,NPP,Salix,-0.11960771436087231
PFT Comparison,NPP,Betula,-0.19794036620896327
PFT Comparison,NPP,DecidTree,-0.043126893686549164
PFT Comparison,NPP,EverTree,-0.0034496359902137647
PFT Comparison,NPP,Sedge,-0.005649559570605089
PFT Comparison,NPP,Forbs,-0.015192434997327184
PFT Comparison,NPP,Grasses,-0.0003477764318089438
PFT Comparison,NPP,Lichen,-0.0016379036956056248
PFT Comparison,NPP,Feather,-0.04879674643173845
PFT Comparison,$C_{leaf}$,Salix,-0.007718236586895001
PFT Comparison,$C_{leaf}$,Betula,0.12400714858235928
PFT Comparison,$C_{leaf}$,DecidTree,-0.002654011799870463
PFT Comparison,$C_{leaf}$,EverTree,-0.002589280379229988
PFT Comparison,$C_{leaf}$,Sedge,0.008025523332047294
PFT Comparison,$C_{leaf}$,Forbs,0.008660359984481144
PFT Comparison,$C_{leaf}$,Grasses,0.009224164454352462
PFT Comparison,$C_{leaf}$,Lichen,-0.0036886209967382996
PFT Comparison,$C_{leaf}$,Feather,-0.060559568344937684
PFT Comparison,$C_{stem}$,Salix,-0.11353467348303026
PFT Comparison,$C_{stem}$,Betula,-0.520644670225423
PFT Comparison,$C_{stem}$,DecidTree,-0.015396450383948053
PFT Comparison,$C_{stem}$,EverTree,-0.0015273703057087779
PFT Comparison,$C_{root}$,Salix,-0.0041887485971727565
PFT Comparison,$C_{root}$,Betula,-0.03682286864667873
PFT Comparison,$C_{root}$,DecidTree,-0.0026992526013923297
PFT Comparison,$C_{root}$,EverTree,0.004549600152651956
PFT Comparison,$C_{root}$,Sedge,-0.01207003007548744
PFT Comparison,$C_{root}$,Forbs,-0.00806667043641959
PFT Comparison,$C_{root}$,Grasses,-0.006092835281599324
PFT Comparison,$N_{leaf}$,Salix,-0.01913579117773298
PFT Comparison,$N_{leaf}$,Betula,0.4353192647298177
PFT Comparison,$N_{leaf}$,DecidTree,-0.002395598468148047
PFT Comparison,$N_{leaf}$,EverTree,-0.005235602094240837
PFT Comparison,$N_{leaf}$,Sedge,0.023317551217570134
PFT Comparison,$N_{leaf}$,Forbs,0.04969818242557385
PFT Comparison,$N_{leaf}$,Grasses,0.043866486709571426
PFT Comparison,$N_{leaf}$,Lichen,-0.019403438709585247
PFT Comparison,$N_{leaf}$,Feather,-0.14012840572244
PFT Comparison,$N_{stem}$,Salix,0.0366723641467136
PFT Comparison,$N_{stem}$,Betula,-0.5642251352573149
PFT Comparison,$N_{stem}$,DecidTree,0.054635935844967246
PFT Comparison,$N_{stem}$,EverTree,-0.005813555957759245
PFT Comparison,$N_{root}$,Salix,0.002434263847781306
PFT Comparison,$N_{root}$,Betula,0.0670235753059387
PFT Comparison,$N_{root}$,DecidTree,-0.004323760158078426
PFT Comparison,$N_{root}$,EverTree,0.0035004553923067977
PFT Comparison,$N_{root}$,Sedge,-0.02094240837696327
PFT Comparison,$N_{root}$,Forbs,0.02365905046463012
PFT Comparison,$N_{root}$,Grasses,-0.010462465453860448
Soil Comparison,Soils,SHLWC,-0.013918061302518492
Soil Comparison,Soils,DEEPC,-0.034055684611606185
Soil Comparison,Soils,MINEC,-0.6510342821757866
Soil Comparison,Soils,AVLN,-0.00010214854628541239
