name,bounds,initial,cmtnum,pftnum
cmax,"[0.1, 500]",381.191147,1,0
cmax,"[0.1, 200]",113.931764,1,1
cmax,"[0.1, 300]",210.48654,1,2
cmax,"[0.1, 200]",93.312621,1,3
