panel,metric,item,value
PFT Comparison,GPP,DecidTree,-0.05438093874688621
PFT Comparison,GPP,EverTree,0.0017502986679310828
PFT Comparison,GPP,Moss,0.00022879077489088798
PFT Comparison,GPP,Forbs,0.0006175508458850544
PFT Comparison,NPP,DecidTree,0.12372828046225715
PFT Comparison,NPP,EverTree,-0.06889157875455654
PFT Comparison,NPP,Moss,-8.449029035513794e-05
PFT Comparison,NPP,Forbs,-0.0004147464373527032
PFT Comparison,$C_{leaf}$,DecidTree,-0.01513996905455354
PFT Comparison,$C_{leaf}$,EverTree,-0.004393278981125168
PFT Comparison,$C_{leaf}$,Moss,0.00019130906946392048
PFT Comparison,$C_{leaf}$,Forbs,-0.01419428812514801
PFT Comparison,$C_{stem}$,DecidTree,0.11298112837493268
PFT Comparison,$C_{stem}$,EverTree,-0.40904091927952146
PFT Comparison,$C_{root}$,DecidTree,-0.11312548816631998
PFT Comparison,$C_{root}$,EverTree,-0.08083473771374847
PFT Comparison,$C_{root}$,Moss,0.0027504520020669616
PFT Comparison,$N_{leaf}$,DecidTree,-0.11449143777838529
PFT Comparison,$N_{leaf}$,EverTree,-0.058850706205593295
PFT Comparison,$N_{leaf}$,Moss,0.0006872955144546777
PFT Comparison,$N_{leaf}$,Forbs,-0.10815330762562789
PFT Comparison,$N_{stem}$,DecidTree,0.01848125257517097
PFT Comparison,$N_{stem}$,EverTree,-0.714707600626107
PFT Comparison,$N_{root}$,DecidTree,-0.8372506149171844
PFT Comparison,$N_{root}$,EverTree,-0.146365623173751
PFT Comparison,$N_{root}$,Moss,0.019021641238155015
Soil Comparison,Soils,SHLWC,0.002674187314766277
Soil Comparison,Soils,DEEPC,-0.0022247615886901995
Soil Comparison,Soils,MINEC,-0.008980173243370748
Soil Comparison,Soils,AVLN,-0.0004734020776430137
