name,bounds,initial,cmtnum,pftnum
micbnup,"[7.299999493781684e-11, 0.291999999927]",0.146,5,None
kdcrawc,"[4.1199998968011187e-10, 1.647999999588]",0.824,5,None
kdcsoma,"[1.110000147352963e-10, 0.44399999988899996]",0.222,5,None
kdcsompr,"[4.99999991225835e-15, 1.9999999995000003e-05]",1e-05,5,None
kdcsomcr,"[5.000000487562466e-20, 1.9999999995000002e-10]",1e-10,5,None
