panel,metric,item,value
PFT Comparison,GPP,EverTree,0.019693830429434844
PFT Comparison,GPP,Lichen,0.006520520728516218
PFT Comparison,GPP,DwarfShub,0.0001601515616927961
PFT Comparison,GPP,Moss,6.210826286169027e-05
PFT Comparison,NPP,EverTree,0.3875392651865811
PFT Comparison,NPP,Lichen,-0.001143772058470164
PFT Comparison,NPP,DwarfShub,-2.3861857555146598e-05
PFT Comparison,NPP,Moss,-0.00015730975667037597
PFT Comparison,$C_{leaf}$,EverTree,0.008055905531001026
PFT Comparison,$C_{leaf}$,Lichen,-0.0014197693834265678
PFT Comparison,$C_{leaf}$,DwarfShub,-0.0002861298371997066
PFT Comparison,$C_{leaf}$,Moss,-0.00010545419374834572
PFT Comparison,$C_{stem}$,EverTree,0.7141340223640442
PFT Comparison,$C_{stem}$,Lichen,-1.3635346837610152e-05
PFT Comparison,$C_{root}$,EverTree,0.21628816587348
PFT Comparison,$C_{root}$,Lichen,-1.927755932213849e-05
PFT Comparison,$N_{leaf}$,EverTree,0.01752907894946007
PFT Comparison,$N_{leaf}$,Lichen,-0.0033156369207554028
PFT Comparison,$N_{leaf}$,DwarfShub,-0.0017637669882208601
PFT Comparison,$N_{leaf}$,Moss,-0.00023502077933719006
PFT Comparison,$N_{stem}$,EverTree,0.20454302993645068
PFT Comparison,$N_{stem}$,Lichen,-5.1659256168510566e-05
PFT Comparison,$N_{root}$,EverTree,0.5865094366269717
PFT Comparison,$N_{root}$,Lichen,-4.304938014042546e-05
Soil Comparison,Soils,SHLWC,-0.010707044059781443
Soil Comparison,Soils,DEEPC,0.0044569979341601285
Soil Comparison,Soils,MINEC,-0.2506238579450266
Soil Comparison,Soils,AVLN,0.00046834843023434457
