NPP_pft0,NPP_pft1,NPP_pft2,NPP_pft3,VEGNSTR_pft0_Leaf,VEGNSTR_pft0_Stem,VEGNSTR_pft0_Root,VEGNSTR_pft1_Leaf,VEGNSTR_pft2_Leaf,VEGNSTR_pft2_Stem,VEGNSTR_pft2_Root,VEGNSTR_pft3_Leaf,VEGC_pft0_Leaf,VEGC_pft0_Stem,VEGC_pft0_Root,VEGC_pft1_Leaf,VEGC_pft2_Leaf,VEGC_pft2_Stem,VEGC_pft2_Root,VEGC_pft3_Leaf,SHLWC,DEEPC,MINEC,AVLN,INGPP_pft0,INGPP_pft1,INGPP_pft2,INGPP_pft3
466.1067457537749,7.91979650426656,0.3173467422369868,0.0535375627048779,6.723343276977539,36.6323471069336,115.1095085144043,1.6661978960037231,0.024200383760035,8.293466263460284e-19,2.1533766032309982e-18,0.007889153342694,434.3223083496094,22853.7419921875,7205.84912109375,145.17578125,0.671196985244751,4.5381519949246114e-17,6.262638250553237e-17,0.4117881208658218,234.64501929283145,542.9532429650426,2825.747832888347,2.117961867712438,570.3728340953588,19.479827055335043,0.759627640992403,0.2849121991544961
473.96960595910207,7.472889801580459,0.3109050933911931,0.057581634708913,6.854900646209717,38.411437606811525,125.99996032714844,1.6410250902175902,0.0247663225978612,7.576978495190008e-19,2.105297598665996e-18,0.0076646413188427,442.9234039306641,24034.2552734375,7930.689501953125,141.03409729003906,0.6825823485851288,4.152469869160575e-17,5.454520180652617e-17,0.4260199815034866,231.96979184150692,587.1226568043232,2951.724347397592,2.1763425229117277,572.9934843599797,19.463834860920905,0.7583400942385197,0.2842097856104374
461.3629188454244,7.964586187154055,0.3077243647770956,0.0561980702535947,6.616030693054199,36.054786682128906,108.42394256591795,1.6613559007644654,0.0244369674474,8.101886218810539e-19,2.2395176412586216e-18,0.0076122782193124,427.4959625244141,22456.2509765625,6815.47587890625,144.94790649414062,0.6650459945201874,4.42682271581061e-17,5.703481825045274e-17,0.4066054314374924,236.13011531829835,580.2831594318152,2884.1846215250434,1.9985320736654104,570.3728068694472,19.49955171942711,0.7609123691916466,0.2854050181806087
469.56323913054655,6.92150611449033,0.3137830813473556,0.0595507323218043,6.822777366638183,38.63374328613281,117.90864944458008,1.556982445716858,0.0252123950049281,8.536772651848749e-19,2.214979700618512e-18,0.007617956912145,440.89915161132814,24122.02734375,7359.596435546875,131.06312561035156,0.700730949640274,4.648399090186822e-17,6.192552759263947e-17,0.4302220374345779,229.76977705955505,576.2882559329271,2934.207673200307,2.2444472927600145,570.3728386774659,19.291995340585707,0.7599879190325737,0.2849870800971985
471.3139344078605,6.729887116607278,0.2989922258304432,0.0565276505396468,6.824084663391114,37.03128623962402,118.7977783203125,1.4286404848098757,0.0253665406256914,7.918148880343563e-19,1.9754360120799438e-18,0.0077040244825184,440.9242919921875,23399.515625,7485.8154296875,119.62848281860352,0.6841665923595428,4.317761069627861e-17,5.73851891277453e-17,0.420299705862999,234.483305644989,543.7694801598788,2867.2048679819504,2.105948966182768,570.3728457838297,19.136304423213005,0.7600403003394604,0.2850420571863651
460.73020599428565,7.201241897605359,0.3024054094858002,0.0559862925118068,6.774519491195679,37.43415260314941,121.70127868652344,1.5636680126190186,0.0248586226254701,7.9264648372342885e-19,2.1436302235865e-18,0.0076541678514331,437.76483459472655,23301.517578125,7634.408447265625,133.07778930664062,0.6723321855068207,4.34591369855496e-17,5.790935131347974e-17,0.4101963222026825,230.9040225028992,574.4150397956371,2926.922909067443,2.0717041032388805,570.3728345565498,19.324281561374665,0.7598662957549095,0.2849860183894634
466.8624770011287,7.521827574446798,0.3127910183626227,0.0519141041266266,6.7769323825836185,36.629302978515625,117.04654693603516,1.558894395828247,0.025071308016777,7.517107937935244e-19,2.1303352391141493e-18,0.0080170250497758,437.9121032714844,23227.30078125,7318.2451171875,134.28624267578124,0.6948224186897278,4.1207242985247903e-17,5.651004031147031e-17,0.4003161579370499,229.80669407844545,543.9711667776107,2870.598877383373,2.008103489130735,570.3728074893355,19.329919135570528,0.7594887219369412,0.2846797987818718
454.2967391857295,7.434876387193799,0.3094074136577546,0.0564895726070972,6.783359670639038,38.20700187683106,116.52134246826172,1.637657356262207,0.0255747919902205,8.050590887869749e-19,2.194146867378149e-18,0.0079804607667028,438.3717498779297,23788.0771484375,7333.162890625,140.44156036376953,0.7075622975826263,4.388892745868685e-17,5.816286662023173e-17,0.4401650905609131,231.2347041130066,536.3534691780806,2858.234654943709,1.9864041512832045,570.3728099383413,19.4043857306242,0.7591245152056217,0.2846742767840624
472.638943551213,7.228896706085652,0.3239119484089315,0.0543586456915363,6.846956491470337,38.14405632019043,128.6699676513672,1.5400816202163696,0.0242621898651123,8.592688406896108e-19,2.0727950254208277e-18,0.0078290687873959,442.4172668457031,24172.5771484375,8111.542236328125,131.29630279541016,0.6825520277023316,4.6824621892884076e-17,6.361091900950035e-17,0.414449855685234,234.41268110275269,563.4593471169471,2919.61815722342,2.0819731429219246,570.372813501954,19.28266397714615,0.7589521735906601,0.2846100885421038
482.7898953631171,6.846646366454661,0.3159846660331823,0.0518355401582084,6.777606248855591,38.50952911376953,116.52911911010742,1.5644484162330627,0.0250252455472946,8.151495807361737e-19,2.107054158055783e-18,0.0080520369112491,437.8439178466797,24578.625,7287.27998046875,131.2493896484375,0.6971057534217835,4.480075114721671e-17,5.710442285202113e-17,0.3966994315385818,235.561048078537,579.9591247558594,2924.91765060387,2.145735870860517,570.3728237852454,19.30230357348919,0.7603904381394386,0.2849923565983772
