name,bounds,initial,cmtnum,pftnum
cfall(0),"[0.0009, 0.0027]",0.0018,1,0
cfall(0),"[0.0325, 0.0975]",0.065,1,1
cfall(0),"[0.037, 0.11099999999999999]",0.074,1,2
cfall(0),"[0.007, 0.021]",0.014,1,3
cfall(1),"[0.00225, 0.006749999999999999]",0.0045,1,0
cfall(1),"[0.00165, 0.0049499999999999995]",0.0033,1,1
cfall(1),"[0.002, 0.006]",0.004,1,2
cfall(2),"[0.0065, 0.0195]",0.013,1,0
cfall(2),"[0.00145, 0.00435]",0.0029,1,1
cfall(2),"[0.0115, 0.0345]",0.023,1,2
