NPP_pft0,NPP_pft1,NPP_pft2,NPP_pft3,NPP_pft4,VEGNSTR_pft0_Leaf,VEGNSTR_pft0_Stem,VEGNSTR_pft0_Root,VEGNSTR_pft1_Leaf,VEGNSTR_pft2_Leaf,VEGNSTR_pft2_Stem,VEGNSTR_pft2_Root,VEGNSTR_pft3_Leaf,VEGNSTR_pft3_Root,VEGNSTR_pft4_Leaf,VEGC_pft0_Leaf,VEGC_pft0_Stem,VEGC_pft0_Root,VEGC_pft1_Leaf,VEGC_pft2_Leaf,VEGC_pft2_Stem,VEGC_pft2_Root,VEGC_pft3_Leaf,VEGC_pft3_Root,VEGC_pft4_Leaf,SHLWC,DEEPC,MINEC,AVLN,INGPP_pft0,INGPP_pft1,INGPP_pft2,INGPP_pft3,INGPP_pft4
57.161129582608496,116.19452625215054,32.72836200178354,47.093697836669165,9.497531806863844,3.80235767364502,2.2809714317321776,11.815113735198974,5.226192998886108,0.1495054811239242,0.1193902917206287,0.3753885567188263,3.3068362712860107,2.004943346977234,0.2914281666278839,127.36388320922852,169.74794158935546,439.84007873535154,402.73553161621095,5.6376556873321535,14.77793197631836,20.704252243041992,30.68121471405029,139.92479553222657,32.49619560241699,2869.7892750263213,13904.915461874009,31620.466247068904,1.6885311285033822,317.56012920737265,272.8283272653818,246.0413045489229,112.26611715219914,20.01114537119865
55.85117284541451,126.63000976145268,32.88789540856633,40.845432407571934,9.386832176335156,3.787456607818604,2.1418731451034545,11.42736177444458,5.396324682235718,0.1548820421099662,0.1152845382690429,0.3957978427410126,2.513200235366821,1.8432766199111936,0.288040155172348,126.25457229614258,159.39642791748048,411.5209533691406,426.1042266845704,5.830057191848755,14.271407222747802,21.880048179626463,30.70478916168213,122.4723876953125,32.11844177246094,2849.877343463898,13912.155842542648,31330.740866326727,1.686276133079082,313.60145092606547,273.8586164087057,244.55721170380716,111.5245747193694,19.777858863025905
56.95688887803367,114.03588089942932,32.78590459839579,40.00308157457039,9.464466770924629,3.7478732109069823,2.25324969291687,11.89355125427246,5.3110052108764645,0.1585191145539283,0.114615461230278,0.3727476745843887,3.551531720161438,1.792550277709961,0.2906421095132828,127.48155364990234,167.68498687744142,439.5820190429688,406.8837738037109,5.947010135650634,14.18672580718994,20.644939804077147,30.660158157348636,119.94403076171876,32.38148078918457,2811.614761924744,13782.002698755265,31167.05215381794,1.6866766847670078,317.1159727573395,272.45530892014506,246.13430969510227,107.96312815193087,19.941897282376885
56.54836555960505,126.52214821875096,32.74166518269849,42.39047144087963,9.3258115850389,3.858074593544006,2.321468496322632,12.224777698516846,5.516984748840332,0.1583746045827865,0.1147699877619743,0.3892179757356643,3.126549553871155,1.9250248551368716,0.2861723661422729,128.03405151367187,172.76168670654295,450.4117126464844,435.6113128662109,5.952314615249634,14.206297588348388,21.7538272857666,30.68679008483887,130.4069564819336,31.910198402404784,2872.530620908737,13927.873005628586,31397.145998736283,1.687806152924895,315.5167426288128,273.6970691114664,243.5767502490431,111.06167554855348,19.649247176200152
56.78885081723657,118.44335083961488,32.44099547011501,41.02977107418701,9.513342308811843,3.7710317850112913,2.1514074563980103,11.34480390548706,5.139028692245484,0.1567230865359306,0.116590516269207,0.3742591738700866,2.442654013633728,1.7461178183555603,0.2921362519264221,127.63432693481444,160.10589599609375,423.4924499511719,398.0103454589844,5.902515125274658,14.431184005737304,20.608253479003903,30.691835403442383,117.45950469970704,32.54792022705078,2840.455907011032,13832.535762786863,31290.544164855037,1.6873087935149669,317.5731849312782,273.0276268020272,246.7944029497914,108.29346322044732,20.04506634417921
57.00911194361656,120.99444336891176,32.32869309661437,44.117745849234055,9.391210005618632,3.780523657798767,2.2704690217971804,11.47594165802002,5.411353778839112,0.1592727124691009,0.117262428253889,0.3778745859861374,3.166260099411011,1.9075982928276063,0.2881730318069458,128.39171905517577,168.9663513183594,431.0827941894531,421.9637329101562,5.998800468444824,14.515846061706544,20.91028881072998,30.67828941345215,130.7495101928711,32.13328666687012,2904.5631091117857,13921.613472414016,31371.628125199302,1.690021521039307,316.2892821013928,273.17510793507097,244.63400211986155,111.50874205920846,19.78713123351336
55.78281820593687,112.25544654130935,32.48949468219435,39.752939459960906,9.618060604296623,3.713738465309143,2.249442481994629,12.111332988739012,4.97153148651123,0.1573983177542686,0.1200437098741531,0.3951267927885055,2.3311176776885985,1.81243177652359,0.2953458696603775,126.62726211547852,167.4015319824219,434.1684326171875,378.9684936523437,5.899511003494263,14.858981037139891,21.86054401397705,30.698416900634765,120.1332664489746,32.90552825927735,2797.009116268158,13744.369570493698,31066.899239297585,1.685962140187621,318.0888007938862,272.4954628631473,248.73946532746777,109.05601202640682,20.265680318884552
58.16161848377588,125.0087356686592,33.34287284230013,43.27164936410263,9.274252398870884,3.814887237548828,2.2143084526062013,11.526883792877197,5.670684432983398,0.1510763108730316,0.1186138279736042,0.3987002640962601,3.495312309265137,1.929830646514893,0.2845946818590164,127.62810516357422,164.7869842529297,438.5053680419922,446.32643127441406,5.719381284713745,14.682197189331054,22.3434684753418,30.673096084594725,131.80663452148437,31.73431453704834,2875.47506608963,13967.503078126909,31586.879174718448,1.6877341898158194,315.2604144155979,273.45509625673293,242.42652962766587,110.6993073521182,19.54057703688741
55.628670980921086,118.56174552440643,32.47896403801788,45.35662494334392,9.468948057107628,3.690966892242432,2.3108886241912843,11.584403324127198,5.257061338424682,0.1554245769977569,0.1156619846820831,0.3758465766906738,3.078939032554626,2.0739349603652952,0.2905538558959961,127.76358642578126,171.97439422607422,417.4580169677735,407.50380554199216,5.842790746688843,14.31699571609497,20.72875061035156,30.689361763000488,143.11866455078126,32.39872360229492,2869.042102098465,13876.131794166566,31407.55524286162,1.688147803209722,315.8060386836529,273.03183695971967,245.82756619565188,112.06582727245988,19.9508903965354
55.635324679597545,113.74536045491696,32.87160429641008,43.97384786228649,9.440690927766264,3.858452820777893,2.1530227422714234,12.23704195022583,5.383726930618286,0.1530641585588455,0.1125286914408207,0.3811428219079971,2.5038014888763427,2.009738111495972,0.2896905124187469,127.83635330200195,160.22611541748046,440.70234375,412.37151489257815,5.79962387084961,13.927960300445555,21.078701972961422,30.704418182373047,137.33631439208983,32.302514266967776,2858.5694704055786,13825.65983915329,31274.955123599248,1.6877207081764936,315.61720777750014,272.44259502589705,245.29499579053373,111.85805460587144,19.891248936206104
56.35732754266756,118.54191642701626,32.97546656615523,46.10503817733843,9.318820595927535,3.7463139057159434,2.3317496538162232,11.509237957000732,5.623754596710205,0.1567543789744377,0.1124028533697128,0.3787636131048202,3.114080786705017,1.9602743148803712,0.285959267616272,128.01810150146486,173.5268814086914,423.2794189453125,436.0672485351562,5.908393478393554,13.913059425354003,21.22578716278076,30.686884689331052,136.3582015991211,31.886519622802734,2883.337308216095,13894.274892902376,31479.71936042085,1.6898169035091997,314.0676160097122,272.7835824817419,243.4157902061008,111.02681567370892,19.634422231093048
