Obs	cmax0	cmax1	cmax2	cmax3
o1	2.922354465354338	0.006200030446110726	-0.02911145798874637	-0.011438466608537645
o2	-0.0012711878180482472	93.31510564454945	-1.1045882919597716	-0.3249104905408018
o3	-0.007295555245718788	0.1978180272129748	379.1744189674938	-0.5202501527310233
o4	1.5914440154585208e-5	0.0030396133661270137	-0.01232251524925232	1.522181272506713
