NPP_pft0,NPP_pft1,NPP_pft2,NPP_pft3,NPP_pft4,NPP_pft5,NPP_pft6,VEGNSTR_pft0_Leaf,VEGNSTR_pft0_Stem,VEGNSTR_pft0_Root,VEGNSTR_pft1_Leaf,VEGNSTR_pft1_Root,VEGNSTR_pft2_Leaf,VEGNSTR_pft2_Root,VEGNSTR_pft3_Leaf,VEGNSTR_pft3_Root,VEGNSTR_pft4_Leaf,VEGNSTR_pft5_Leaf,VEGNSTR_pft6_Leaf,VEGC_pft0_Leaf,VEGC_pft0_Stem,VEGC_pft0_Root,VEGC_pft1_Leaf,VEGC_pft1_Root,VEGC_pft2_Leaf,VEGC_pft2_Root,VEGC_pft3_Leaf,VEGC_pft3_Root,VEGC_pft4_Leaf,VEGC_pft5_Leaf,VEGC_pft6_Leaf,SHLWC,DEEPC,MINEC,AVLN,INGPP_pft0,INGPP_pft1,INGPP_pft2,INGPP_pft3,INGPP_pft4,INGPP_pft5,INGPP_pft6
5.815052142931916,75.27165255956352,11.012157372385264,4.941336890234379,2.781930939573795,8.340569459815379,2.8378802977502344,0.0612885273993015,0.263028535246849,0.2368383675813675,1.0350511431694032,12.645965099334717,4.203895392974451e-45,16.195487022399902,0.084918950498104,0.112848488241434,0.1304030925035476,0.6248541533946991,1.3400457620620727,2.018269658088684,5.8461995124816895,1.063438880443573,42.845425033569335,755.3469360351562,4.203895392974451e-45,289.7282653808594,2.6864732980728148,2.764225459098816,2.476167583465576,24.02213878631592,19.564081764221196,1728.8705189228058,426.0986337304115,777.1855089783669,347.77263851575555,8.846804540319136,142.6760587334633,25.199510550498964,8.246361874043941,3.620503541827202,10.029617357254027,15.34014841914177
5.849713444529539,74.56183617040514,9.413240640237929,4.9099605483992494,2.7418694972555384,8.34827257987654,2.869697727449238,0.0601130541414022,0.2409172341227531,0.2357167914509773,1.0939992904663085,13.31230354309082,4.203895392974451e-45,13.716548347473145,0.0875550292432308,0.1157764166593551,0.1216909818351268,0.604003769159317,1.3253124952316284,1.994257402420044,5.356215620040894,1.0750273227691651,44.48636207580567,794.7959716796875,2.802596928649634e-45,232.82351684570312,2.684180736541748,2.8378421545028685,2.3064058780670167,23.221966361999517,19.63776607513428,1726.2819141864777,440.4515595942736,732.118329413049,377.7867232756689,8.854190764008672,143.73281804323196,25.22110303640365,8.269534945487976,3.6151504293084153,10.03570640683174,15.370592492818831
5.826466193995122,78.13143757954239,10.592182997055351,4.869755215563055,2.756813111860538,8.364401412429288,2.8730542071163656,0.0629281256347894,0.2682527601718902,0.242955906689167,1.125968325138092,13.934262943267822,4.203895392974451e-45,14.669505500793456,0.0882534705102443,0.119969330728054,0.1257189415395259,0.6007420182228088,1.3281075358390808,2.07549045085907,5.964849758148193,1.1141447186470033,45.95704040527344,861.8957275390625,4.203895392974451e-45,259.15322265625,2.688311529159546,2.9180421113967894,2.383834791183472,23.098737716674805,19.640414237976078,1729.4349793434144,471.71945691108704,799.7628693491221,341.6901161211543,8.872691318864236,144.38706948757172,25.25535415410996,8.298767807334661,3.622526289522648,10.04989555478096,15.401347690820694
5.801175133713945,74.30747255440801,9.544420246221126,4.92343452880159,2.729759108304279,8.361341097953481,2.763348053395748,0.064859439432621,0.2600041955709457,0.2442366555333137,1.05290584564209,12.6875789642334,4.203895392974451e-45,13.977047061920166,0.0837481416761875,0.1208335593342781,0.1264237038791179,0.6023397028446198,1.381765937805176,2.1349486112594604,5.780227708816528,1.0969289422035218,43.18156356811524,753.8227661132812,4.203895392974451e-45,238.4561920166016,2.703671598434448,2.938446164131165,2.39383704662323,23.159859085083006,19.8285493850708,1727.0346966743468,456.461871612072,767.5215867023915,373.8496789102908,8.872674727078993,143.01828243732453,25.249496853351594,8.307599770277738,3.617202518880368,10.0469700217247,15.393082022666931
5.84800036180593,78.42807960957289,10.030309295654297,5.054635825267178,2.803036867402261,8.416848140760157,2.796944980323315,0.0647947236895561,0.255025440454483,0.2452992677688598,1.1471418738365171,13.646766567230223,4.203895392974451e-45,14.361368370056152,0.0778749458491802,0.1159572891891002,0.1239859782159328,0.6179133534431458,1.3871394515037536,2.1354407787323,5.668007135391235,1.075875163078308,46.53622131347656,842.1655456542969,4.203895392974451e-45,248.17150268554687,2.6976813316345214,2.844084882736206,2.3545523643493653,23.757056427001952,19.9735050201416,1722.8186900615692,466.2431292206049,815.9583332637325,340.47833285056987,8.93724584246811,145.75559887886047,25.41999514102936,8.36077346391976,3.650717023015022,10.117360323667526,15.480412912368774
5.7347224844521065,73.34893986210227,9.401266835443677,4.85816206659656,2.673668174492195,8.235890855391336,2.712873873114586,0.0615704659372568,0.2479828029870986,0.2364096388220787,1.0233911514282226,12.529844856262208,4.203895392974451e-45,13.419455528259276,0.0798211053013801,0.1185878239572048,0.1287606999278068,0.6328811526298523,1.3545554161071778,2.037177944183349,5.511713981628418,1.040047812461853,42.17768211364746,742.6642639160157,4.203895392974451e-45,228.90084381103517,2.696895623207092,2.887489676475525,2.435953402519226,24.333687210083006,19.30002918243408,1723.7950202465058,446.21538182795047,744.2775067278184,379.5748241084395,8.718689271289623,140.60811851024627,24.84700177907944,8.158064199984073,3.5580132573843004,9.897207683324812,15.102695888280868
5.768180656375046,77.8696869764477,10.35361022092402,4.92075397602166,2.7234855716960737,8.355035539071105,2.9201680473983287,0.0676863722503185,0.2650828897953033,0.2495696991682052,1.101821732521057,13.108065795898437,4.203895392974451e-45,14.4149733543396,0.0868956170976162,0.1167849242687225,0.1206700898706913,0.6353024959564209,1.29671151638031,2.2264063119888307,5.892396020889282,1.1260648846626282,45.035366439819335,809.2177429199219,4.203895392974451e-45,252.8613479614258,2.6893057107925413,2.862015795707703,2.285063123703003,24.42747688293457,19.482433891296388,1728.0019714832306,443.2795310020447,800.79432513481,354.5703300049994,8.866661265218863,143.7947372674942,25.212975406646727,8.27776560485363,3.610820655524731,10.038850098848345,15.355653822422028
5.760516728926769,74.58236377872527,9.66372134760022,4.974276674474822,2.782820519572124,8.349041620735443,2.9545456476509573,0.066078882664442,0.2529178559780121,0.2486851572990417,1.0311859130859375,13.206679439544676,4.203895392974451e-45,14.116491508483886,0.0810426384210586,0.1133273839950561,0.1320876687765121,0.6177195072174072,1.2912134289741517,2.1626060962677003,5.620326662063599,1.132533395290375,42.71386566162109,784.2142700195312,4.203895392974451e-45,241.91970977783205,2.695943546295166,2.77491557598114,2.508196258544922,23.752101325988768,19.888870811462404,1728.373664522171,442.6146756887436,771.9590766362846,360.3672553039156,8.855913110391702,142.46984354257583,25.19960324764252,8.251633874326945,3.620919470489025,10.030065977573395,15.359151762723922
5.781751667047286,73.45440333765,10.012604100070892,4.8697718117327895,2.743391148574301,8.296691233355158,2.744263254478574,0.0639759577810764,0.2475562691688537,0.2568782776594162,1.0981284737586976,13.308690166473388,4.203895392974451e-45,15.099729919433594,0.0865536525845527,0.113459788262844,0.1289139315485954,0.5869231462478638,1.3663806915283203,2.117119121551513,5.504901695251465,1.1858187317848206,44.46588401794433,791.6104736328125,4.203895392974451e-45,262.78671875,2.67559814453125,2.7767278432846068,2.4449430465698243,22.56536808013916,19.50286197662353,1728.8108149528505,440.6882341682911,767.8744122917764,365.0415420681704,8.807450480545231,142.9289032816887,25.070772337913517,8.204992653429509,3.597761908173561,9.97356674671173,15.322047698497771
5.771814024382183,76.3025574348867,10.749830673262476,4.976806813414441,2.7136850002629216,8.360054483334533,2.773020770028233,0.0656494177877902,0.2657715916633606,0.2448014885187149,1.064859640598297,13.013673877716064,4.203895392974451e-45,14.997572326660157,0.0805153496563434,0.1200807899236679,0.1226781323552131,0.6333620190620423,1.3715702176094056,2.1500404834747315,5.905747556686402,1.070905041694641,44.0603630065918,786.5931396484375,4.203895392974451e-45,266.2879272460938,2.709940791130066,2.935517120361328,2.321512961387634,24.352827262878417,19.64487209320068,1728.268684911728,451.5086596995592,744.6704170702957,369.50779342406895,8.867034713996691,143.26156395673752,25.23003041744232,8.309949854016304,3.611501717567444,10.044975930452347,15.371054697036744
