panel,metric,item,value
PFT Comparison,GPP,DecidShrub,-0.012546648850855012
PFT Comparison,GPP,Sedge,-0.24434052174005072
PFT Comparison,GPP,Grasses,-0.0809238940716703
PFT Comparison,GPP,Forbs,-0.010029568871498938
PFT Comparison,GPP,Lichen,0.0021643270526169253
PFT Comparison,GPP,Feather,-0.02745655845312378
PFT Comparison,GPP,Sphag,0.04999237899259931
PFT Comparison,NPP,DecidShrub,0.0018848930825929588
PFT Comparison,NPP,Sedge,-0.19773252839668687
PFT Comparison,NPP,Grasses,-0.011159184853020893
PFT Comparison,NPP,Forbs,-0.001709603515460928
PFT Comparison,NPP,Lichen,0.00690432582102149
PFT Comparison,NPP,Feather,0.008008112507955883
PFT Comparison,NPP,Sphag,-0.00038451535481089094
PFT Comparison,$C_{leaf}$,DecidShrub,0.00020007457598136065
PFT Comparison,$C_{leaf}$,Sedge,0.006348580975496967
PFT Comparison,$C_{leaf}$,Grasses,0.0022116558190820937
PFT Comparison,$C_{leaf}$,Forbs,0.0006637717312934566
PFT Comparison,$C_{leaf}$,Lichen,0.0004956578521003046
PFT Comparison,$C_{leaf}$,Feather,0.0026593006004087746
PFT Comparison,$C_{leaf}$,Sphag,-0.002618568922497854
PFT Comparison,$C_{stem}$,DecidShrub,0.001634517372826418
PFT Comparison,$C_{root}$,DecidShrub,0.0007733222679781281
PFT Comparison,$C_{root}$,Sedge,0.7814233618681001
PFT Comparison,$C_{root}$,Grasses,0.014755408558201387
PFT Comparison,$C_{root}$,Forbs,-0.00018509371513576647
PFT Comparison,$N_{leaf}$,DecidShrub,0.0036270813843826692
PFT Comparison,$N_{leaf}$,Sedge,0.019470405775268373
PFT Comparison,$N_{leaf}$,Grasses,0.0011777728482935367
PFT Comparison,$N_{leaf}$,Forbs,0.002150607245281779
PFT Comparison,$N_{leaf}$,Lichen,0.000771144445566127
PFT Comparison,$N_{leaf}$,Feather,-0.0009097681223687246
PFT Comparison,$N_{leaf}$,Sphag,0.08039658738633201
PFT Comparison,$N_{stem}$,DecidShrub,0.0029552635490146632
PFT Comparison,$N_{root}$,DecidShrub,0.010378532819778657
PFT Comparison,$N_{root}$,Sedge,0.7923755409352615
PFT Comparison,$N_{root}$,Grasses,0.05371076547413895
PFT Comparison,$N_{root}$,Forbs,-0.0004092544655354118
Soil Comparison,Soils,SHLWC,-0.03632360498717473
Soil Comparison,Soils,DEEPC,-0.17061625458898155
Soil Comparison,Soils,MINEC,-0.9700014467352435
Soil Comparison,Soils,AVLN,0.0031101935850876405
