name,bounds,initial,cmtnum,pftnum
micbnup,"[0.004495000000000027, 0.894505]",0.4495,1,None
kdcrawc,"[0.006340000000000012, 1.26166]",0.634,1,None
kdcsoma,"[0.00539999999999996, 1.0746000000000002]",0.54,1,None
kdcsompr,"[2.0000000000000052e-05, 0.00398]",0.002,1,None
kdcsomcr,"[7.000000000000035e-07, 0.00013929999999999997]",7e-05,1,None
