name,bounds,initial,cmtnum,pftnum
cmax,"[350, 500]",420.445563,13,0
cmax,"[250, 430]",311.182724,13,1
cmax,"[300, 450]",362.94552,13,2
cmax,"[100, 200]",158.43417,13,3
cmax,"[20, 100]",34.069582,13,4
