panel,metric,item,value
PFT Comparison,GPP,Salix,-0.3041077421394248
PFT Comparison,GPP,Betula,-0.1876219709510032
PFT Comparison,GPP,DecidShrub,-0.04316447316167801
PFT Comparison,GPP,EverShrub,-0.022361147247377505
PFT Comparison,GPP,Sedge,-0.0528483157607863
PFT Comparison,GPP,Forbs,0.001958919543661508
PFT Comparison,GPP,Grasses,0.00406367595018621
PFT Comparison,GPP,Lichen,-0.011987640611989883
PFT Comparison,GPP,Feather,-0.029042564736491194
PFT Comparison,NPP,Salix,-0.1518345268455259
PFT Comparison,NPP,Betula,-0.12551641400666969
PFT Comparison,NPP,DecidShrub,-0.044101758566813504
PFT Comparison,NPP,EverShrub,-0.0008430481494093728
PFT Comparison,NPP,Sedge,-0.0018501168084909814
PFT Comparison,NPP,Forbs,0.006720872225558144
PFT Comparison,NPP,Grasses,-0.0017829766477394926
PFT Comparison,NPP,Lichen,-0.0032803111942401736
PFT Comparison,NPP,Feather,-0.08877711936950458
PFT Comparison,$C_{leaf}$,Salix,-0.0021292897192081717
PFT Comparison,$C_{leaf}$,Betula,0.22112027593327122
PFT Comparison,$C_{leaf}$,DecidShrub,0.0030418100974542728
PFT Comparison,$C_{leaf}$,EverShrub,0.011572165128179263
PFT Comparison,$C_{leaf}$,Sedge,0.016404736764874514
PFT Comparison,$C_{leaf}$,Forbs,0.02330716379132325
PFT Comparison,$C_{leaf}$,Grasses,0.012875013197885468
PFT Comparison,$C_{leaf}$,Lichen,-0.006128443573876263
PFT Comparison,$C_{leaf}$,Feather,-0.11185682413716069
PFT Comparison,$C_{stem}$,Salix,-0.35581397474445103
PFT Comparison,$C_{stem}$,Betula,-0.9025379412874206
PFT Comparison,$C_{stem}$,DecidShrub,-0.09644083051331936
PFT Comparison,$C_{stem}$,EverShrub,-0.03094444584258414
PFT Comparison,$C_{root}$,Salix,-0.018988109725352302
PFT Comparison,$C_{root}$,Betula,-0.0734737632361615
PFT Comparison,$C_{root}$,DecidShrub,-0.007167363141795143
PFT Comparison,$C_{root}$,EverShrub,-0.0022047849063821837
PFT Comparison,$C_{root}$,Sedge,-0.020760534429599145
PFT Comparison,$C_{root}$,Forbs,-0.02847087622587303
PFT Comparison,$C_{root}$,Grasses,-0.011616022970607811
PFT Comparison,$N_{leaf}$,Salix,0.026760781308935666
PFT Comparison,$N_{leaf}$,Betula,0.7563151124451947
PFT Comparison,$N_{leaf}$,DecidShrub,0.059856641606755995
PFT Comparison,$N_{leaf}$,EverShrub,0.01751535583086481
PFT Comparison,$N_{leaf}$,Sedge,0.0358981338900373
PFT Comparison,$N_{leaf}$,Forbs,0.10757787532264312
PFT Comparison,$N_{leaf}$,Grasses,0.05855226736655697
PFT Comparison,$N_{leaf}$,Lichen,-0.011695193353474936
PFT Comparison,$N_{leaf}$,Feather,-0.11379664228148989
PFT Comparison,$N_{stem}$,Salix,-0.0834793693179548
PFT Comparison,$N_{stem}$,Betula,-0.663058724987287
PFT Comparison,$N_{stem}$,DecidShrub,-0.12357275306808732
PFT Comparison,$N_{stem}$,EverShrub,-0.037340905193790457
PFT Comparison,$N_{root}$,Salix,-0.014122111601183943
PFT Comparison,$N_{root}$,Betula,-0.05995543152470392
PFT Comparison,$N_{root}$,DecidShrub,-0.008125442148846149
PFT Comparison,$N_{root}$,EverShrub,-0.0021545690864023625
PFT Comparison,$N_{root}$,Sedge,-0.02630963292348134
PFT Comparison,$N_{root}$,Forbs,-0.026822014036897886
PFT Comparison,$N_{root}$,Grasses,-0.014822830106689078
Soil Comparison,Soils,SHLWC,-0.013804028412233292
Soil Comparison,Soils,DEEPC,0.001360369285566071
Soil Comparison,Soils,MINEC,-0.365684252851445
Soil Comparison,Soils,AVLN,-9.54117888505754e-05
