NPP_pft0,NPP_pft1,NPP_pft2,NPP_pft3,NPP_pft4,VEGNSTR_pft0_Leaf,VEGNSTR_pft0_Stem,VEGNSTR_pft0_Root,VEGNSTR_pft1_Leaf,VEGNSTR_pft1_Stem,VEGNSTR_pft1_Root,VEGNSTR_pft2_Leaf,VEGNSTR_pft2_Stem,VEGNSTR_pft2_Root,VEGNSTR_pft3_Leaf,VEGNSTR_pft4_Leaf,VEGNSTR_pft4_Root,VEGC_pft0_Leaf,VEGC_pft0_Stem,VEGC_pft0_Root,VEGC_pft1_Leaf,VEGC_pft1_Stem,VEGC_pft1_Root,VEGC_pft2_Leaf,VEGC_pft2_Stem,VEGC_pft2_Root,VEGC_pft3_Leaf,VEGC_pft4_Leaf,VEGC_pft4_Root,SHLWC,DEEPC,MINEC,AVLN,INGPP_pft0,INGPP_pft1,INGPP_pft2,INGPP_pft3,INGPP_pft4
306.2599432207644,71.97103042267263,10.453742930386216,2.529551237821579,0.5216140336240642,43.260440063476565,68.3870635986328,24.621696281433103,10.903414821624756,10.32758855819702,4.395770406723022,0.7208101749420166,0.1058637239038944,0.3420258104801178,2.459436225891113,0.0690467245876789,0.0465451151132583,941.802197265625,3444.0905517578126,941.3374389648436,293.9519348144531,182.3427947998047,269.9324035644531,4.119416284561157,5.785795736312866,20.8959903717041,89.32409439086913,1.5687489628791809,1.082580304145813,512.1434836864471,1241.5019890114663,2319.583888332289,0.7434726643376053,1334.189306218177,281.73419947624205,18.07889325991273,17.755633676052092,1.4033687446266412
331.8915394509212,63.24878554940224,10.393974158447236,2.3097898051142693,0.4898107608780265,43.251132583618165,67.39493255615234,25.10856437683105,10.913231563568116,10.256843090057371,4.5492918491363525,0.6853607892990112,0.098377576470375,0.3188407361507416,2.313856720924377,0.0629752658307552,0.0487493965774774,1008.711865234375,3763.7249267578127,962.3812561035156,267.4877471923828,195.21334838867188,279.4783477783203,4.113245010375977,5.393266153335572,19.188698387146,79.50255508422852,1.3755839586257934,1.1754927039146423,517.5351454257965,1244.3017589569092,2343.2487694789306,0.7219777937978507,1341.678391676396,280.0837180361152,18.120205212384462,17.749146509170533,1.3965513451956213
323.4931160937995,68.74427536688745,10.537232386879625,2.254358634352684,0.4924951467080973,43.75620346069336,69.06617584228516,24.72610397338867,11.33204927444458,10.296084880828856,4.645726203918457,0.6996066153049469,0.1066321514546871,0.3186316877603531,2.2420572996139527,0.064857792109251,0.0492217779159545,1008.012274169922,4702.751953125,948.4380798339844,294.08055419921874,191.726318359375,295.1385803222656,4.115801811218262,5.854835748672485,19.39056282043457,76.03789520263672,1.4307068705558776,1.138033425807953,513.3795011520385,1259.6747555956244,2379.7251192792087,0.725836860993877,1339.0701310694217,282.40294867008924,18.060100010037424,17.68906658887863,1.395073375850916
324.3948293538764,65.69752066470683,10.333766729198397,2.6771640703082085,0.4687615627422928,45.47932929992676,68.81014556884766,25.06414051055908,10.716481399536132,10.588915157318116,4.305843162536621,0.7145015060901642,0.1013543717563152,0.3195374190807342,2.486650896072388,0.0640058271586895,0.0488400772213935,1039.4986572265625,4542.716552734375,958.3474426269532,271.9977752685547,188.71862030029297,262.82744750976565,4.118321704864502,5.552099418640137,19.260351371765136,93.40476150512696,1.3727023243904113,1.1255248546600345,515.9357821464539,1268.6318488880993,2407.3455463914665,0.7442168068140745,1341.280298615247,279.63755670785906,18.060592376440763,17.760706102848054,1.3921740694437177
323.0796451434493,65.33673163577915,10.248511510901151,3.301226112246513,0.5230965312104672,44.7112476348877,68.47591705322266,25.33910751342773,11.266004180908205,10.73955488204956,4.494275093078613,0.7177107453346252,0.0986191064119339,0.3176787853240966,2.5558873414993286,0.0650824591517448,0.0474901288747787,1036.2765625,3911.9781494140634,965.0000610351562,282.97247924804685,200.69595184326167,284.7778350830078,4.1188740730285645,5.388560199737549,19.21822910308838,108.03402099609374,1.4819002747535706,1.139364767074585,513.9859532356262,1254.1037061080335,2386.5280581772795,0.726983541669324,1338.0728042826056,281.05273264721035,17.994036316126586,17.76869728565216,1.3928227610420436
328.0266076538712,65.14651059135795,10.275416620168835,3.0508193999528883,0.4564104220713488,44.11990509033203,72.73030014038086,25.137858581542968,10.362241554260256,10.217606544494627,4.422131061553955,0.7382668852806091,0.0990069784224033,0.3111793756484985,2.4631643533706664,0.0655035562813282,0.0486879702657461,1020.9954895019532,4609.384521484375,957.7869995117188,264.368212890625,160.46595611572266,269.5491607666016,4.122232437133789,5.411695909500122,18.75085506439209,99.61848068237305,1.3805392980575562,1.123664426803589,515.7792597532273,1253.552892524004,2357.0945186346885,0.7486127950251102,1340.8264440461994,276.5662063747644,18.080212086439133,17.797209918498993,1.3937966393772512
340.36780676320194,65.83290057703853,10.349128612224012,2.365715217590332,0.4726620894158259,48.74542121887207,73.19132614135742,25.68316650390625,10.869903087615969,9.961525917053224,4.363250732421875,0.7146501541137695,0.1035617992281913,0.3134529083967209,2.369024419784546,0.0614059329032897,0.0488994251936674,1135.8571533203126,4964.452880859375,982.8480102539064,274.7716400146484,188.98273620605468,276.4999542236328,4.118376302719116,5.665193796157837,19.038443756103515,82.81106719970703,1.3180355072021483,1.1843131184577942,513.1969274520874,1270.3892590686678,2437.042849830695,0.8292003027629107,1344.9224091432989,279.7138350442052,18.01053529307246,17.68090957403183,1.3857142837718128
307.7834324169904,74.93434205688536,10.169985829666256,2.9260581374168395,0.5198136093677022,46.23963012695312,71.42325057983399,25.199742317199707,11.203968143463134,10.486756801605225,4.621511459350586,0.7325450241565704,0.096950951218605,0.3164011716842651,2.59018394947052,0.0694697856903076,0.0462137330323457,990.3385681152344,5196.72880859375,965.6942138671876,305.5827270507813,225.2161666870117,282.42064514160154,4.12127423286438,5.290904378890991,19.097413635253908,102.5052703857422,1.57999187707901,1.072707426548004,511.2459051370621,1245.4007266789674,2292.6356098143965,0.8215485169552267,1333.9636386990546,285.47873533815147,17.98251190632582,17.73737950325012,1.3970043992623686
337.9544379366562,58.95178800821304,10.5651417366229,2.3475884988904,0.5008219162584282,44.613896179199216,66.02503280639648,26.26455020904541,10.642405891418456,10.034193515777588,4.497103500366211,0.7270822525024414,0.0981510259211063,0.3403248518705368,2.2394508838653566,0.0673706568777561,0.0474656980484724,1086.3732788085938,3721.463403320312,1008.5672607421876,251.31564483642575,153.91118621826172,275.29942321777344,4.120448112487793,5.394135713577271,20.63736724853516,77.77178115844727,1.4937731266021728,1.1122954607009887,514.5826135635376,1273.6938193008305,2434.660096305527,0.7203303425107151,1346.759583875537,274.7451358884573,18.115401232242583,17.734816205501556,1.4021017063874752
310.43552762009205,76.19700308330357,10.224628021288662,3.026180526614189,0.459512294374872,46.396182250976565,71.8648193359375,25.142887306213375,11.433410930633546,10.477573108673097,4.440206098556518,0.7371645987033844,0.1027115792036056,0.3144300818443298,2.617266583442688,0.061510357260704,0.0491725035011768,999.2024230957032,4832.9689453125,957.0662536621094,319.9294464111328,172.42715148925782,275.9099365234375,4.121970987319946,5.602062606811524,19.162884330749517,105.66752700805664,1.3030165314674378,1.183179795742035,511.6557615995407,1243.1318583145735,2199.932121139095,0.8496971694752574,1332.027206042409,282.7621914312243,17.92460848726332,17.705219101905822,1.378616168629378
