panel,metric,item,value
PFT Comparison,GPP,ScotPine,0.31403458296815
PFT Comparison,GPP,Spruce,0.07563800489451289
PFT Comparison,GPP,EverShrub,0.002897744292249753
PFT Comparison,GPP,Orthmoss,0.00772395605263052
PFT Comparison,GPP,Forbs,0.00010212540592536017
PFT Comparison,NPP,ScotPine,-0.10765643981777695
PFT Comparison,NPP,Spruce,-0.005818903910361023
PFT Comparison,NPP,EverShrub,0.01204802984859909
PFT Comparison,NPP,Orthmoss,-0.0007824603583876828
PFT Comparison,NPP,Forbs,-0.00010698032508603753
PFT Comparison,$C_{leaf}$,ScotPine,0.17560355743926478
PFT Comparison,$C_{leaf}$,Spruce,0.04105307697418813
PFT Comparison,$C_{leaf}$,EverShrub,-0.0009477884740680979
PFT Comparison,$C_{leaf}$,Orthmoss,0.012997678130456184
PFT Comparison,$C_{leaf}$,Forbs,-0.0005952453919089335
PFT Comparison,$C_{stem}$,ScotPine,0.348708994717321
PFT Comparison,$C_{stem}$,Spruce,-0.06646985785774794
PFT Comparison,$C_{stem}$,EverShrub,-0.00687393256458361
PFT Comparison,$C_{root}$,ScotPine,-0.005044406821809566
PFT Comparison,$C_{root}$,Spruce,0.014944631709958467
PFT Comparison,$C_{root}$,EverShrub,0.0006249610902295693
PFT Comparison,$C_{root}$,Orthmoss,-0.0010718699402337988
PFT Comparison,$N_{leaf}$,ScotPine,0.5334065714732382
PFT Comparison,$N_{leaf}$,Spruce,0.12215475949348471
PFT Comparison,$N_{leaf}$,EverShrub,0.0071343646045996315
PFT Comparison,$N_{leaf}$,Orthmoss,0.027346526434081996
PFT Comparison,$N_{leaf}$,Forbs,-0.0012935303171818268
PFT Comparison,$N_{stem}$,ScotPine,0.6979530560645733
PFT Comparison,$N_{stem}$,Spruce,-0.0020595604497286313
PFT Comparison,$N_{stem}$,EverShrub,-0.010068144967784133
PFT Comparison,$N_{root}$,ScotPine,-0.05769217308128449
PFT Comparison,$N_{root}$,Spruce,0.01269843876289179
PFT Comparison,$N_{root}$,EverShrub,0.00031053394350792195
PFT Comparison,$N_{root}$,Orthmoss,-0.003004338991998791
Soil Comparison,Soils,SHLWC,0.006125243927106755
Soil Comparison,Soils,DEEPC,0.019421237974858868
Soil Comparison,Soils,MINEC,-0.6355786593521926
Soil Comparison,Soils,AVLN,-0.00028076737215433195
