panel,metric,item,value
PFT Comparison,GPP,DecidShrub,0.11192190978032013
PFT Comparison,GPP,Betula,0.12932350504007528
PFT Comparison,GPP,Salix,0.034050737005403675
PFT Comparison,GPP,Gram,0.046413581157802475
PFT Comparison,GPP,SphagMoss,0.4881571547030695
PFT Comparison,NPP,DecidShrub,0.1205054690663816
PFT Comparison,NPP,Betula,0.28607600406053446
PFT Comparison,NPP,Salix,0.039966026314434716
PFT Comparison,NPP,Gram,0.18161594973844025
PFT Comparison,NPP,SphagMoss,0.5093243436061752
PFT Comparison,$C_{leaf}$,DecidShrub,0.17363813555417
PFT Comparison,$C_{leaf}$,Betula,0.13903737296589427
PFT Comparison,$C_{leaf}$,Salix,0.04340472333006428
PFT Comparison,$C_{leaf}$,Gram,-0.07016678663511558
PFT Comparison,$C_{leaf}$,SphagMoss,0.7554855052084228
PFT Comparison,$C_{stem}$,DecidShrub,-0.14841537185608736
PFT Comparison,$C_{stem}$,Betula,-0.23011175889137783
PFT Comparison,$C_{stem}$,Salix,-0.05986375548369727
PFT Comparison,$C_{root}$,DecidShrub,-0.1893631616982251
PFT Comparison,$C_{root}$,Betula,-0.7880992761036879
PFT Comparison,$C_{root}$,Salix,-0.050208683657724955
PFT Comparison,$C_{root}$,Gram,0.09388275604444174
PFT Comparison,$N_{leaf}$,DecidShrub,0.3150581143049524
PFT Comparison,$N_{leaf}$,Betula,0.2186210779752148
PFT Comparison,$N_{leaf}$,Salix,0.11708607545479556
PFT Comparison,$N_{leaf}$,Gram,-0.20868966343684475
PFT Comparison,$N_{leaf}$,SphagMoss,0.6080643463619076
PFT Comparison,$N_{stem}$,DecidShrub,-0.04012497755272357
PFT Comparison,$N_{stem}$,Betula,0.1329491896727146
PFT Comparison,$N_{stem}$,Salix,-0.031339800627928634
PFT Comparison,$N_{root}$,DecidShrub,-0.1376134571294811
PFT Comparison,$N_{root}$,Betula,-0.012323617196053793
PFT Comparison,$N_{root}$,Salix,-0.035791810847427566
PFT Comparison,$N_{root}$,Gram,0.05189969549502056
Soil Comparison,Soils,SHLWC,0.01800087175562609
Soil Comparison,Soils,DEEPC,0.06989630557905571
Soil Comparison,Soils,MINEC,-0.37382050333025185
Soil Comparison,Soils,AVLN,0.05270593854250899
