0.01171756, 0.04347835, 0.01760712, 0.00293464, 0.00053929, 0.00039217, 0.00185105, 0.00346344, 0.00644383, 0.00256164
0.00431683, 0.01168728, 0.01193142, 0.00297309, 0.00100684, 0.00029454, 0.00619746, 0.0132315, 0.00617407, 0.00381115
0.01082093, 0.01174253, 0.02608806, 0.01531868, 0.00027762, 0.00058154, 0.00165, 0.00785225, 0.00384301, 0.00830363
0.00375663, 0.0484909, 0.03738622, 0.00306078, 0.00025927, 0.0002502, 0.00347689, 0.00773875, 0.01135795, 0.00601944
0.00441632, 0.01728863, 0.01615948, 0.00296345, 0.00172438, 0.00030654, 0.00750811, 0.01048211, 0.00340541, 0.00462265
0.00803894, 0.01201121, 0.01010623, 0.00317154, 0.00029238, 0.00142463, 0.00260223, 0.00645172, 0.00284798, 0.00750984
0.01355408, 0.04007618, 0.02034454, 0.00784071, 0.00045902, 0.00082728, 0.00171334, 0.01461097, 0.00604744, 0.01107667
0.00674142, 0.01115286, 0.01844686, 0.00287451, 0.00106614, 0.00053849, 0.00345231, 0.00480248, 0.00970476, 0.00226908
0.00323528, 0.01398742, 0.02386297, 0.01560361, 0.00036154, 0.00036626, 0.00292022, 0.00381811, 0.00707023, 0.00644306
0.00365151, 0.01183872, 0.00978992, 0.00804532, 0.0003328, 0.00026429, 0.00309437, 0.00443102, 0.0066163, 0.00648766
0.00869616, 0.00738785, 0.0379277, 0.00227245, 0.00030655, 0.00048416, 0.00389786, 0.01917198, 0.00463788, 0.00219101
0.00572297, 0.01387558, 0.01086737, 0.00378831, 0.00025187, 0.00084, 0.00766889, 0.01174592, 0.00974841, 0.00212346
0.00908905, 0.04201344, 0.02924788, 0.00254521, 0.00026126, 0.0013257, 0.01044281, 0.01276432, 0.0086165, 0.00306851
0.00820712, 0.01504702, 0.03224726, 0.00375891, 0.00039028, 0.00117811, 0.00498172, 0.01139671, 0.00408839, 0.00210153
0.00306535, 0.00914395, 0.03449698, 0.00234004, 0.0003067, 0.00143216, 0.00821241, 0.00657048, 0.00356397, 0.00225291
0.00931856, 0.00717622, 0.04278534, 0.00243296, 0.00025092, 0.00161735, 0.00461398, 0.00541476, 0.00286998, 0.00227417
0.01487955, 0.00710357, 0.02506216, 0.00329383, 0.00025115, 0.00151178, 0.00832479, 0.01499549, 0.0022109, 0.00258956
0.00802181, 0.0196384, 0.04869202, 0.00356349, 0.00031917, 0.00172607, 0.00809208, 0.00686482, 0.00383123, 0.00385692
0.00468334, 0.01787245, 0.03583854, 0.00227573, 0.00025002, 0.00026573, 0.01044723, 0.00542841, 0.0057042, 0.00201146
0.01620278, 0.04839021, 0.03867393, 0.00228707, 0.00025797, 0.00079086, 0.00469548, 0.00703606, 0.00766545, 0.0020337
