127.23213278, 5.53426594, 342.32086102, 608.40254889, 3.61768208, 33.02509299, 92.00884298, 46.99252117
127.23947797, 5.53686454, 342.32713418, 608.41067887, 3.61948827, 33.03093502, 92.00833841, 47.00673252
127.23163401, 5.53842322, 342.31759564, 608.39394918, 3.61944356, 33.02515117, 92.00899847, 46.99191692
127.22895008, 5.53947586, 342.31454765, 608.39038589, 3.61959406, 33.02513093, 92.00884524, 46.98645546
127.2284451, 5.53944137, 342.31221555, 608.38457442, 3.61987355, 33.0251363, 92.00893021, 46.98964943
127.23300384, 5.50447583, 342.34172499, 608.44829333, 3.61645115, 33.02026103, 92.01099844, 46.98296632
127.23068546, 5.5260753, 342.31439981, 608.38921572, 3.6147934, 33.02473954, 92.0055042, 46.98576658
127.23308053, 5.53582518, 342.32329717, 608.40699123, 3.61763055, 33.025094, 92.0089921, 46.99792048
127.23604705, 5.53943295, 342.32220817, 608.4046097, 3.61958585, 33.02504721, 92.00848392, 46.9865811
127.23339436, 5.53991722, 342.31299286, 608.38314455, 3.61965761, 33.02505384, 92.00880431, 46.98709618
