name,bounds,initial,cmtnum,pftnum
micbnup,"[0.07499999999999996, 1.425]",0.75,5,None
kdcrawc,"[0.008999999999999994, 0.17099999999999999]",0.09,5,None
kdcsoma,"[0.002999999999999999, 0.056999999999999995]",0.03,5,None
kdcsompr,"[0.0019999999999999983, 0.038000000000000006]",0.02,5,None
kdcsomcr,"[5e-08, 9.5e-07]",5e-07,5,None
